Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;30/12/2015;17:30:00;6.746,155;6.752,902;6.722,544;6.736,036;344.104.523,95;5.101
WDOFUT;30/12/2015;17:00:00;6.719,171;6.749,529;6.719,171;6.746,155;284.485.375,19;4.217
WDOFUT;30/12/2015;16:30:00;6.739,409;6.756,275;6.719,171;6.719,171;417.114.791,28;6.183
WDOFUT;30/12/2015;16:00:00;6.732,663;6.754,588;6.712,425;6.739,409;379.876.013,21;5.631
WDOFUT;30/12/2015;15:30:00;6.781,573;6.796,752;6.729,290;6.732,663;876.595.438,76;12.994
WDOFUT;30/12/2015;15:00:00;6.790,005;6.796,752;6.773,140;6.781,573;457.709.781,68;6.783
WDOFUT;30/12/2015;14:30:00;6.793,379;6.813,617;6.783,259;6.790,005;586.645.677,66;8.694
WDOFUT;30/12/2015;14:00:00;6.816,990;6.852,407;6.779,886;6.793,379;801.696.247,91;11.874
WDOFUT;30/12/2015;13:30:00;6.779,886;6.816,990;6.766,394;6.816,990;661.089.503,01;9.792
WDOFUT;30/12/2015;13:00:00;6.756,275;6.783,259;6.736,036;6.779,886;736.882.559,46;10.923
WDOFUT;30/12/2015;12:30:00;6.705,679;6.766,394;6.692,186;6.756,275;929.839.470,63;13.784
WDOFUT;30/12/2015;12:00:00;6.641,590;6.714,111;6.641,590;6.703,992;914.424.505,43;13.567
WDOFUT;30/12/2015;11:30:00;6.648,336;6.655,082;6.624,725;6.644,963;695.933.395,90;10.342
WDOFUT;30/12/2015;11:00:00;6.601,113;6.655,082;6.597,740;6.646,650;820.703.540,88;12.213
WDOFUT;30/12/2015;10:30:00;6.611,232;6.616,292;6.584,248;6.599,427;474.254.727,91;7.072
WDOFUT;30/12/2015;10:00:00;6.597,740;6.617,978;6.590,994;6.611,232;410.503.558,94;6.111
WDOFUT;30/12/2015;09:30:00;6.621,352;6.638,217;6.597,740;6.597,740;663.467.522,81;9.863
WDOFUT;30/12/2015;09:00:00;6.567,382;6.628,098;6.553,890;6.621,352;533.485.972,74;7.946
WDOFUT;29/12/2015;17:30:00;6.617,363;6.622,479;6.591,780;6.596,897;446.143.284,08;6.626
WDOFUT;29/12/2015;17:00:00;6.612,246;6.631,007;6.610,541;6.615,657;449.571.350,90;6.656
WDOFUT;29/12/2015;16:30:00;6.619,068;6.624,185;6.610,541;6.613,952;439.662.361,72;6.509
WDOFUT;29/12/2015;16:00:00;6.632,712;6.636,123;6.610,541;6.619,068;649.098.484,22;9.620
WDOFUT;29/12/2015;15:30:00;6.634,418;6.636,123;6.624,185;6.632,712;429.906.868,07;6.370
WDOFUT;29/12/2015;15:00:00;6.634,418;6.642,945;6.622,479;6.632,712;734.049.732,28;10.864
WDOFUT;29/12/2015;14:30:00;6.600,308;6.637,829;6.600,308;6.634,418;934.975.380,42;13.862
WDOFUT;29/12/2015;14:00:00;6.600,308;6.603,719;6.591,780;6.600,308;486.597.883,64;7.228
WDOFUT;29/12/2015;13:30:00;6.581,547;6.607,130;6.566,198;6.600,308;709.729.218,38;10.540
WDOFUT;29/12/2015;13:00:00;6.555,965;6.586,664;6.554,259;6.581,547;694.311.445,19;10.320
WDOFUT;29/12/2015;12:30:00;6.569,609;6.581,547;6.555,965;6.555,965;777.795.958,19;11.554
WDOFUT;29/12/2015;12:00:00;6.555,965;6.571,314;6.554,259;6.569,609;532.271.331,20;7.888
WDOFUT;29/12/2015;11:30:00;6.566,198;6.567,903;6.554,259;6.557,670;574.022.115,23;8.547
WDOFUT;29/12/2015;11:00:00;6.576,431;6.579,842;6.562,787;6.566,198;704.970.856,97;10.512
WDOFUT;29/12/2015;10:30:00;6.586,664;6.590,075;6.576,431;6.576,431;599.724.088,89;8.913
WDOFUT;29/12/2015;10:00:00;6.590,075;6.595,191;6.578,136;6.586,664;716.926.453,21;10.662
WDOFUT;29/12/2015;09:30:00;6.590,075;6.598,602;6.569,609;6.590,075;991.666.395,99;14.726
WDOFUT;29/12/2015;09:00:00;6.593,486;6.607,130;6.586,664;6.590,075;458.132.990,44;6.819
WDOFUT;28/12/2015;17:30:00;6.591,780;6.598,602;6.586,664;6.590,075;324.199.613,40;4.832
WDOFUT;28/12/2015;17:00:00;6.590,075;6.593,486;6.588,369;6.591,780;157.196.477,29;2.346
WDOFUT;28/12/2015;16:30:00;6.596,897;6.603,719;6.586,664;6.590,075;415.051.911,82;6.174
WDOFUT;28/12/2015;16:00:00;6.590,075;6.603,719;6.583,253;6.598,602;539.042.189,55;8.016
WDOFUT;28/12/2015;15:30:00;6.603,719;6.603,719;6.588,369;6.590,075;515.932.584,83;7.673
WDOFUT;28/12/2015;15:00:00;6.590,075;6.610,541;6.586,664;6.602,013;776.977.315,37;11.526
WDOFUT;28/12/2015;14:30:00;6.644,651;6.651,473;6.586,664;6.591,780;1.266.355.173,59;18.786
WDOFUT;28/12/2015;14:00:00;6.648,062;6.651,473;6.639,534;6.646,356;425.660.158,42;6.295
WDOFUT;28/12/2015;13:30:00;6.631,007;6.658,295;6.624,185;6.646,356;949.250.464,67;14.051
WDOFUT;28/12/2015;13:00:00;6.658,295;6.660,000;6.627,596;6.631,007;796.300.697,03;11.800
WDOFUT;28/12/2015;12:30:00;6.656,589;6.665,117;6.654,884;6.658,295;476.978.830,45;7.032
WDOFUT;28/12/2015;12:00:00;6.682,172;6.685,583;6.654,884;6.658,295;805.970.915,39;11.884
WDOFUT;28/12/2015;11:30:00;6.695,816;6.700,933;6.680,467;6.682,172;558.399.681,33;8.218
WDOFUT;28/12/2015;11:00:00;6.704,344;6.704,344;6.678,761;6.695,816;923.684.931,47;13.596
WDOFUT;28/12/2015;10:30:00;6.743,570;6.743,570;6.699,227;6.702,638;1.139.022.104,33;16.746
WDOFUT;28/12/2015;10:00:00;6.733,337;6.746,981;6.729,926;6.743,570;543.561.780,15;7.976
WDOFUT;28/12/2015;09:30:00;6.757,214;6.764,036;6.729,926;6.735,043;626.193.540,20;9.193
WDOFUT;28/12/2015;09:00:00;6.762,331;6.769,153;6.741,865;6.757,214;440.498.059,60;6.461
WDOFUT;23/12/2015;17:30:00;6.755,509;6.758,920;6.733,337;6.738,454;345.450.216,71;5.069
WDOFUT;23/12/2015;17:00:00;6.753,803;6.767,447;6.752,098;6.757,214;290.055.385,62;4.258
WDOFUT;23/12/2015;16:30:00;6.755,509;6.760,625;6.752,098;6.753,803;404.426.610,17;5.940
WDOFUT;23/12/2015;16:00:00;6.769,153;6.772,564;6.753,803;6.755,509;586.506.418,29;8.607
WDOFUT;23/12/2015;15:30:00;6.770,858;6.774,269;6.767,447;6.769,153;250.044.217,59;3.667
WDOFUT;23/12/2015;15:00:00;6.781,091;6.781,091;6.767,447;6.770,858;509.707.488,36;7.477
WDOFUT;23/12/2015;14:30:00;6.781,091;6.784,502;6.774,269;6.781,091;507.916.707,18;7.450
WDOFUT;23/12/2015;14:00:00;6.775,975;6.784,502;6.770,858;6.781,091;458.371.761,26;6.723
WDOFUT;23/12/2015;13:30:00;6.777,680;6.777,680;6.770,858;6.774,269;297.985.987,97;4.371
WDOFUT;23/12/2015;13:00:00;6.767,447;6.781,091;6.767,447;6.777,680;516.358.961,30;7.575
WDOFUT;23/12/2015;12:30:00;6.791,324;6.793,030;6.767,447;6.767,447;719.723.482,86;10.555
WDOFUT;23/12/2015;12:00:00;6.777,680;6.794,735;6.774,269;6.791,324;774.470.221,72;11.354
WDOFUT;23/12/2015;11:30:00;6.784,502;6.787,913;6.770,858;6.779,386;522.225.901,54;7.658
WDOFUT;23/12/2015;11:00:00;6.779,386;6.787,913;6.774,269;6.784,502;472.015.808,33;6.921
