Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;28/12/2015;3.965,000;4.063,000;3.843,000;3.994,000;19.731.522.385,00;503.911
WDOFUT;21/12/2015;4.000,500;4.052,500;3.948,500;3.951,000;23.096.946.975,00;577.595
WDOFUT;14/12/2015;3.885,000;4.000,000;3.868,000;3.999,500;53.578.202.770,00;1.365.710
WDOFUT;07/12/2015;3.800,000;3.909,500;3.740,000;3.895,000;48.486.200.665,00;1.270.779
WDOFUT;30/11/2015;3.920,000;3.959,000;3.755,000;3.787,000;46.079.934.775,00;1.193.944
WDOFUT;23/11/2015;3.728,500;3.850,000;3.698,500;3.850,000;33.279.321.930,00;887.487
WDOFUT;16/11/2015;3.864,000;3.878,500;3.726,500;3.734,000;28.314.468.595,00;744.063
WDOFUT;09/11/2015;3.805,000;3.870,000;3.729,000;3.867,500;39.310.455.275,00;1.031.922
WDOFUT;03/11/2015;3.880,500;3.890,500;3.775,000;3.799,000;35.561.029.985,00;930.773
WDOFUT;26/10/2015;3.880,000;3.957,000;3.833,500;3.894,000;47.874.046.685,00;1.228.100
WDOFUT;19/10/2015;3.895,000;3.978,500;3.863,500;3.882,500;44.513.714.380,00;1.134.663
WDOFUT;13/10/2015;3.850,000;3.974,000;3.802,000;3.945,000;40.419.528.240,00;1.046.662
WDOFUT;05/10/2015;3.958,000;3.987,000;3.751,000;3.790,000;48.099.383.270,00;1.244.091
WDOFUT;28/09/2015;4.000,500;4.156,000;3.964,000;3.972,000;59.601.461.225,00;1.474.506
WDOFUT;21/09/2015;3.940,000;4.257,000;3.889,000;3.986,000;60.754.125.615,00;1.494.293
WDOFUT;14/09/2015;3.890,000;3.977,000;3.829,000;3.960,000;44.117.269.175,00;1.134.049
WDOFUT;08/09/2015;3.836,500;3.940,500;3.795,500;3.898,000;30.965.245.015,00;801.658
WDOFUT;31/08/2015;3.642,000;3.894,000;3.642,000;3.880,000;43.790.961.260,00;1.162.113
WDOFUT;24/08/2015;3.561,000;3.661,500;3.523,500;3.580,000;38.753.689.105,00;1.082.813
WDOFUT;17/08/2015;3.518,500;3.531,500;3.460,500;3.514,000;29.549.875.865,00;845.250
WDOFUT;10/08/2015;3.552,000;3.553,000;3.457,000;3.505,000;32.751.082.415,00;932.951
WDOFUT;03/08/2015;3.486,500;3.599,000;3.461,500;3.535,000;35.153.651.455,00;996.537
WDOFUT;27/07/2015;3.376,000;3.467,000;3.317,000;3.458,500;31.500.719.645,00;932.101
WDOFUT;20/07/2015;3.214,000;3.365,000;3.176,000;3.362,500;25.028.349.465,00;766.674
WDOFUT;13/07/2015;3.189,000;3.218,500;3.135,000;3.205,500;19.054.143.765,00;600.880
WDOFUT;06/07/2015;3.181,500;3.270,000;3.159,500;3.181,000;15.662.146.605,00;487.536
WDOFUT;29/06/2015;3.148,000;3.191,000;3.107,500;3.163,000;16.852.408.345,00;535.656
WDOFUT;22/06/2015;3.106,000;3.147,500;3.070,500;3.130,000;18.318.575.800,00;589.431
