WINM26;14/05/2026;18:15:00;180595,00;180720,00;180515,00;180675,00;2288622318,00;63353
WINM26;14/05/2026;18:00:00;180645,00;180645,00;180510,00;180590,00;2795058404,00;77392
WINM26;14/05/2026;17:45:00;180590,00;180705,00;180545,00;180635,00;3837185440,00;106223
WINM26;14/05/2026;17:30:00;180690,00;180735,00;180585,00;180590,00;3615351285,00;100049
WINM26;14/05/2026;17:15:00;180615,00;180745,00;180585,00;180685,00;4288454939,00;118695
WINM26;14/05/2026;17:00:00;180485,00;180650,00;180385,00;180615,00;7248486649,00;200793
WINM26;14/05/2026;16:45:00;180490,00;180535,00;180395,00;180490,00;8167313479,00;226279
WINM26;14/05/2026;16:30:00;180485,00;180600,00;180375,00;180495,00;1,076459024E10;298195
WINM26;14/05/2026;16:15:00;180675,00;180815,00;180460,00;180485,00;1,337931211E10;370356
WINM26;14/05/2026;16:00:00;180555,00;180710,00;180515,00;180675,00;1,250219366E10;346088
WINM26;14/05/2026;15:45:00;180470,00;180615,00;180435,00;180550,00;1,053272459E10;291724
WINM26;14/05/2026;15:30:00;180840,00;180870,00;180470,00;180475,00;1,538328349E10;425766
WINM26;14/05/2026;15:15:00;181020,00;181105,00;180755,00;180845,00;1,301604702E10;359673
WINM26;14/05/2026;15:00:00;181120,00;181135,00;180880,00;181015,00;1,430325956E10;395087
WINM26;14/05/2026;14:45:00;181415,00;181550,00;181095,00;181125,00;1,344236636E10;370616
WINM26;14/05/2026;14:30:00;181200,00;181500,00;181180,00;181420,00;1,155463534E10;318538
WINM26;14/05/2026;14:15:00;181345,00;181440,00;181125,00;181195,00;1,351631734E10;372854
WINM26;14/05/2026;14:00:00;181025,00;181485,00;181000,00;181345,00;1,428914888E10;394096
WINM26;14/05/2026;13:45:00;181065,00;181110,00;180950,00;181020,00;9654240960,00;266650
WINM26;14/05/2026;13:30:00;180850,00;181155,00;180725,00;181065,00;1,579304707E10;436484
WINM26;14/05/2026;13:15:00;181120,00;181220,00;180795,00;180855,00;1,379044364E10;380911
WINM26;14/05/2026;13:00:00;181070,00;181165,00;180960,00;181120,00;9225569153,00;254746
WINM26;14/05/2026;12:45:00;180985,00;181170,00;180945,00;181070,00;1,138001637E10;314213
WINM26;14/05/2026;12:30:00;180980,00;181075,00;180860,00;180985,00;1,227838532E10;339281
WINM26;14/05/2026;12:15:00;181065,00;181160,00;180960,00;180980,00;1,257610765E10;347264
WINM26;14/05/2026;12:00:00;180965,00;181185,00;180845,00;181065,00;1,633165665E10;451129
WINM26;14/05/2026;11:45:00;180840,00;181080,00;180630,00;180960,00;1,926030078E10;532477
WINM26;14/05/2026;11:30:00;180805,00;181110,00;180665,00;180845,00;2,539787171E10;701985
WINM26;14/05/2026;11:15:00;180810,00;180920,00;180585,00;180810,00;2,189451187E10;605684
WINM26;14/05/2026;11:00:00;180105,00;180950,00;180035,00;180810,00;3,247226776E10;898994
WINM26;14/05/2026;10:45:00;180360,00;180480,00;179705,00;180105,00;3,585216474E10;995319
WINM26;14/05/2026;10:30:00;180360,00;180520,00;179925,00;180360,00;3,792672191E10;1051942
WINM26;14/05/2026;10:15:00;180560,00;180815,00;180195,00;180355,00;3,137276495E10;869030
WINM26;14/05/2026;10:00:00;180675,00;180865,00;180475,00;180560,00;3,12993847E10;866293
WINM26;14/05/2026;09:45:00;180495,00;180785,00;180385,00;180680,00;2,138269239E10;592067
WINM26;14/05/2026;09:30:00;180390,00;180645,00;180325,00;180495,00;2,011669537E10;557278
WINM26;14/05/2026;09:15:00;180150,00;180520,00;180120,00;180390,00;1,930889211E10;535313
WINM26;14/05/2026;09:00:00;179055,00;180340,00;179055,00;180145,00;3,226513961E10;896529
WINM26;13/05/2026;18:15:00;179070,00;179150,00;178935,00;179105,00;2257614922,00;63040
WINM26;13/05/2026;18:00:00;179225,00;179260,00;178945,00;179070,00;2923761370,00;81628
WINM26;13/05/2026;17:45:00;179155,00;179330,00;179095,00;179230,00;5080599224,00;141746
WINM26;13/05/2026;17:30:00;179150,00;179350,00;179105,00;179155,00;4657458380,00;129935
WINM26;13/05/2026;17:15:00;179130,00;179235,00;178985,00;179155,00;5095170269,00;142240
WINM26;13/05/2026;17:00:00;179170,00;179290,00;178845,00;179135,00;1,18185593E10;329990
WINM26;13/05/2026;16:45:00;179335,00;179390,00;179005,00;179170,00;1,152061832E10;321503
WINM26;13/05/2026;16:30:00;179345,00;179410,00;178890,00;179340,00;1,596318919E10;445466
WINM26;13/05/2026;16:15:00;179295,00;179440,00;179140,00;179340,00;1,232745728E10;343834
