Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINFUT;30/12/2015;99.910;100.023;98.836;99.277;3.669.882.908,42;184.808
WINFUT;29/12/2015;100.645;100.916;99.447;99.933;3.252.168.330,25;162.066
WINFUT;28/12/2015;100.475;100.848;100.080;100.136;3.410.057.559,12;169.746
WINFUT;23/12/2015;100.249;101.492;100.080;100.916;5.569.161.812,42;276.266
WINFUT;22/12/2015;99.424;100.068;98.882;99.899;5.035.191.559,36;253.106
WINFUT;21/12/2015;100.747;101.504;98.509;98.825;6.972.417.639,63;348.046
WINFUT;18/12/2015;101.560;102.182;100.170;100.475;7.696.013.698,82;379.880
WINFUT;17/12/2015;104.657;106.398;102.747;102.928;8.155.628.412,55;387.776
WINFUT;16/12/2015;102.803;104.725;101.119;104.657;8.296.689.238,70;404.513
WINFUT;15/12/2015;103.605;104.293;102.871;102.871;6.658.144.026,89;321.591
WINFUT;14/12/2015;104.430;104.958;102.069;102.757;8.020.458.119,48;389.583
WINFUT;11/12/2015;103.972;105.577;103.032;103.972;9.345.568.523,97;448.723
WINFUT;10/12/2015;105.634;106.333;104.075;104.981;7.738.875.751,80;368.787
WINFUT;09/12/2015;103.089;106.769;102.734;106.356;11.708.956.716,07;554.857
WINFUT;08/12/2015;103.834;104.545;101.564;101.564;8.168.429.996,63;398.938
WINFUT;07/12/2015;104.075;106.173;103.846;104.121;7.835.548.531,69;373.850
WINFUT;04/12/2015;106.230;106.620;103.456;104.476;9.201.736.236,71;440.261
WINFUT;03/12/2015;105.921;108.672;105.600;106.219;10.668.519.442,67;498.345
WINFUT;02/12/2015;102.997;104.407;102.504;102.699;8.884.950.618,57;429.721
WINFUT;01/12/2015;104.201;104.579;102.745;102.997;7.743.421.418,55;373.827
WINFUT;30/11/2015;105.198;105.691;103.639;103.639;8.083.876.749,47;386.522
WINFUT;27/11/2015;107.778;108.144;105.118;105.221;6.719.658.269,91;315.036
WINFUT;26/11/2015;108.121;108.775;107.938;108.534;3.279.006.101,70;151.398
WINFUT;25/11/2015;110.712;110.712;107.537;107.950;8.308.874.837,53;381.720
WINFUT;24/11/2015;110.105;111.652;109.325;111.560;7.603.816.488,49;344.254
WINFUT;23/11/2015;111.595;112.546;110.437;110.460;7.441.493.731,93;333.908
WINFUT;19/11/2015;110.747;111.767;110.082;111.721;7.699.029.140,09;347.510
WINFUT;18/11/2015;108.488;110.815;108.362;109.956;7.440.881.220,09;338.616
WINFUT;17/11/2015;109.589;110.265;108.752;108.809;7.119.790.693,49;325.268
WINFUT;16/11/2015;107.399;108.718;107.124;108.718;6.524.410.547,04;302.408
WINFUT;13/11/2015;107.170;108.465;106.941;107.743;8.226.920.050,27;382.249
WINFUT;12/11/2015;109.360;109.887;107.778;107.778;8.746.242.172,84;402.292
WINFUT;11/11/2015;107.525;109.417;107.296;108.786;9.329.555.966,93;429.488
WINFUT;10/11/2015;105.921;108.121;104.969;107.640;8.657.015.840,19;408.266
WINFUT;09/11/2015;109.016;109.130;106.379;106.379;7.262.229.995,07;337.263
WINFUT;06/11/2015;110.414;110.919;107.365;108.901;8.391.100.451,21;384.736
WINFUT;05/11/2015;110.781;111.457;109.887;110.701;8.287.455.619,67;374.187
WINFUT;04/11/2015;112.798;114.094;109.990;110.758;10.333.153.806,52;461.355
WINFUT;03/11/2015;107.296;112.776;107.113;112.546;10.546.213.520,37;480.257
WINFUT;30/10/2015;105.634;106.780;105.198;106.345;7.073.868.759,77;333.818
WINFUT;29/10/2015;107.629;108.190;105.645;105.714;7.750.116.128,06;361.571
WINFUT;28/10/2015;109.291;110.277;107.560;108.167;8.164.810.724,16;374.386
WINFUT;27/10/2015;109.658;110.036;108.534;108.786;7.154.874.524,28;327.467
WINFUT;26/10/2015;109.990;111.354;109.509;109.898;5.822.197.026,32;263.925
WINFUT;23/10/2015;111.881;113.658;110.036;110.082;9.573.289.794,52;426.726
WINFUT;22/10/2015;109.245;111.606;109.061;111.606;7.996.326.577,14;360.858
WINFUT;21/10/2015;109.245;109.795;108.328;108.832;7.738.228.001,89;354.738
WINFUT;20/10/2015;109.864;111.010;108.316;109.153;7.643.353.197,82;348.451
WINFUT;19/10/2015;109.669;110.689;108.809;110.277;8.426.720.354,53;383.366
WINFUT;16/10/2015;110.047;111.136;108.144;109.004;9.271.541.517,12;423.450
WINFUT;15/10/2015;109.554;110.059;107.812;109.749;9.152.837.530,25;419.617
WINFUT;14/10/2015;110.403;111.239;108.580;108.752;9.596.590.798,38;436.625
WINFUT;13/10/2015;113.979;113.979;110.031;110.277;8.250.021.026,65;369.244
WINFUT;09/10/2015;115.310;116.116;113.687;115.497;8.768.996.607,16;381.348
WINFUT;08/10/2015;113.710;115.205;113.395;114.574;9.827.076.819,40;429.226
WINFUT;07/10/2015;112.040;115.357;111.923;114.130;12.467.782.745,35;547.667
WINFUT;06/10/2015;110.942;112.530;110.825;110.989;8.298.984.368,40;371.764
WINFUT;05/10/2015;111.001;112.472;110.942;111.328;7.412.649.488,17;332.192
WINFUT;02/10/2015;106.937;110.662;105.290;110.580;9.768.868.491,59;452.984
WINFUT;01/10/2015;105.699;106.890;104.811;106.890;7.850.320.510,65;370.577
WINFUT;30/09/2015;105.395;106.621;103.994;105.395;7.951.709.806,08;377.291
WINFUT;29/09/2015;103.655;104.449;103.059;103.468;7.405.176.929,10;356.882
WINFUT;28/09/2015;103.807;104.274;102.639;103.071;6.755.395.600,91;326.992
WINFUT;25/09/2015;107.672;108.069;104.484;104.484;9.005.674.351,42;424.824
WINFUT;24/09/2015;104.986;107.065;103.106;106.656;11.122.783.572,50;528.540
WINFUT;23/09/2015;109.202;109.704;105.570;105.921;10.400.400.973,00;483.495
WINFUT;22/09/2015;108.513;109.319;106.306;108.665;9.342.998.180,98;434.280
WINFUT;21/09/2015;111.421;111.713;109.015;109.891;8.330.032.185,19;377.469
WINFUT;18/09/2015;113.278;113.628;110.195;110.592;9.733.407.916,30;433.796
WINFUT;17/09/2015;113.044;116.291;112.589;114.446;11.425.883.407,48;499.330
WINFUT;16/09/2015;111.760;114.738;111.526;113.979;9.545.129.369,07;420.193
WINFUT;15/09/2015;112.928;112.928;110.020;111.363;8.894.722.214,62;399.048
WINFUT;14/09/2015;109.412;114.329;108.852;113.161;9.097.724.049,26;411.867
WINFUT;11/09/2015;109.272;110.265;108.677;109.716;7.524.241.294,48;344.391
WINFUT;10/09/2015;106.318;110.440;105.921;110.101;11.015.611.949,65;505.924
WINFUT;09/09/2015;111.947;112.939;109.704;110.428;9.342.785.211,61;419.808
WINFUT;08/09/2015;110.825;111.736;109.856;110.265;7.625.196.485,83;344.214
WINFUT;04/09/2015;110.160;111.643;109.179;109.763;9.694.343.500,79;440.595
WINFUT;03/09/2015;109.985;112.320;109.179;111.678;11.932.132.777,40;537.281
WINFUT;02/09/2015;108.198;110.347;106.621;109.985;10.817.986.924,08;498.348
WINFUT;01/09/2015;107.614;108.712;106.610;107.672;12.047.714.423,45;559.636
WINFUT;31/08/2015;110.510;110.662;107.707;109.494;11.601.634.844,54;531.390
WINFUT;28/08/2015;112.402;113.266;110.697;111.701;12.144.177.729,96;542.472
WINFUT;27/08/2015;109.669;113.722;109.506;113.371;13.765.469.310,32;614.379
WINFUT;26/08/2015;105.687;109.482;105.407;109.307;13.070.133.581,96;611.139
WINFUT;25/08/2015;107.906;109.074;104.391;104.391;11.373.820.613,25;532.069
WINFUT;24/08/2015;103.001;107.322;100.899;105.710;15.665.900.988,90;750.402
WINFUT;21/08/2015;109.354;109.728;107.544;107.544;8.791.112.290,29;403.797
WINFUT;20/08/2015;109.774;111.141;108.665;110.125;9.086.570.329,09;413.304
WINFUT;19/08/2015;112.110;112.168;109.120;110.475;10.428.212.425,26;471.865
WINFUT;18/08/2015;111.935;114.376;110.825;112.344;10.568.139.368,50;469.901
WINFUT;17/08/2015;113.033;113.628;112.110;112.764;6.707.731.752,30;297.226
WINFUT;14/08/2015;113.733;114.539;112.776;113.021;6.737.332.086,03;296.496
WINFUT;13/08/2015;115.894;116.221;113.465;113.465;8.521.588.105,86;372.146
WINFUT;12/08/2015;117.435;117.809;114.317;115.462;9.575.720.491,61;415.086
WINFUT;11/08/2015;116.934;119.488;115.180;119.059;8.903.546.801,52;382.407
WINFUT;10/08/2015;115.705;118.319;115.681;117.782;8.311.921.842,88;354.562
WINFUT;07/08/2015;119.130;119.548;115.383;115.383;9.093.764.749,65;387.570
WINFUT;06/08/2015;119.524;120.825;118.450;119.596;9.031.139.486,32;377.626
WINFUT;05/08/2015;120.598;121.696;119.894;119.954;7.382.628.824,13;306.001
WINFUT;04/08/2015;120.837;121.051;119.154;119.918;7.175.182.979,89;298.780
WINFUT;03/08/2015;121.183;121.230;119.715;120.192;7.690.078.322,49;319.411
WINFUT;31/07/2015;119.500;122.102;119.190;122.102;9.271.526.517,44;383.416
WINFUT;30/07/2015;120.455;121.350;118.772;119.369;8.877.176.337,27;370.408
WINFUT;29/07/2015;119.094;120.646;118.223;120.013;10.301.450.056,05;430.694
WINFUT;28/07/2015;117.686;119.619;116.851;118.975;12.467.928.224,22;526.957
WINFUT;27/07/2015;117.066;118.307;116.517;117.221;9.505.621.151,03;405.000
WINFUT;24/07/2015;118.748;119.464;116.588;118.104;9.584.893.984,59;407.063
WINFUT;23/07/2015;121.875;122.650;118.366;118.366;9.662.498.676,61;400.304
WINFUT;22/07/2015;122.865;123.152;121.481;122.292;6.310.103.176,63;258.131
WINFUT;21/07/2015;124.238;124.989;123.104;123.844;8.721.655.823,50;351.555
WINFUT;20/07/2015;125.932;126.207;123.832;124.011;7.046.715.868,28;282.071
WINFUT;17/07/2015;127.806;128.319;125.479;125.479;8.154.414.613,82;321.893
WINFUT;16/07/2015;128.271;128.689;126.803;127.627;6.900.411.133,44;270.157
WINFUT;15/07/2015;128.307;128.557;127.042;127.889;7.369.521.052,24;288.519
WINFUT;14/07/2015;127.543;128.760;126.899;128.271;6.612.355.563,38;258.618
WINFUT;13/07/2015;127.328;128.223;126.648;127.806;7.247.455.704,47;284.094
WINFUT;10/07/2015;126.493;127.388;125.789;126.493;6.393.919.919,28;252.234
