Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINFUT;27/12/2021;106.100;107.165;104.905;105.865;1.129.284.146.185,00;53.233.547
WINFUT;20/12/2021;107.200;107.580;105.600;105.600;1.363.977.199.557,00;64.048.108
WINFUT;13/12/2021;108.550;110.535;106.440;108.495;2.091.300.807.286,00;96.321.280
WINFUT;06/12/2021;106.160;108.985;105.790;108.010;2.075.597.874.711,00;96.520.055
WINFUT;29/11/2021;103.615;107.130;100.390;105.650;2.476.908.384.879,00;119.646.732
WINFUT;22/11/2021;104.310;106.875;101.770;102.360;2.073.056.026.920,00;99.699.700
WINFUT;16/11/2021;107.210;107.630;102.515;103.600;1.693.581.804.188,00;81.149.600
WINFUT;08/11/2021;104.850;109.325;104.340;106.940;2.136.286.925.585,00;99.879.850
WINFUT;01/11/2021;105.330;107.635;103.520;105.260;1.772.142.811.524,00;83.804.182
WINFUT;25/10/2021;107.905;110.340;104.110;104.750;2.351.560.152.385,00;109.319.886
WINFUT;18/10/2021;115.060;116.060;103.660;107.000;2.603.706.317.558,00;117.602.415
WINFUT;11/10/2021;113.200;115.940;112.000;115.560;1.644.455.168.306,00;71.977.549
WINFUT;04/10/2021;112.300;114.485;108.120;113.000;2.416.113.092.196,00;108.893.113
WINFUT;27/09/2021;114.080;115.115;109.980;113.120;2.384.851.344.716,00;106.434.733
WINFUT;20/09/2021;109.205;114.640;107.800;113.750;2.237.698.051.654,00;100.295.514
WINFUT;13/09/2021;115.600;117.735;111.205;111.205;2.181.010.512.631,00;94.605.392
WINFUT;06/09/2021;117.200;118.585;112.815;114.680;1.946.715.143.611,00;84.198.149
WINFUT;30/08/2021;121.120;121.200;116.085;116.855;2.414.435.906.406,00;101.435.967
WINFUT;23/08/2021;119.300;121.590;117.745;120.850;2.280.019.860.914,00;94.924.496
WINFUT;16/08/2021;120.550;120.760;114.825;118.935;2.699.252.524.944,00;114.405.605
WINFUT;09/08/2021;122.500;123.790;119.940;121.195;2.346.006.010.402,00;96.141.092
WINFUT;02/08/2021;123.695;124.805;120.835;123.070;2.506.032.929.810,00;102.013.562
WINFUT;26/07/2021;125.110;127.145;121.800;122.340;2.325.029.668.734,00;92.809.740
WINFUT;19/07/2021;124.750;126.945;123.660;124.985;2.405.424.769.863,00;95.919.835
WINFUT;12/07/2021;126.550;130.140;126.160;126.455;2.540.930.947.498,00;99.157.279
WINFUT;05/07/2021;128.000;128.235;124.725;125.700;1.876.727.841.407,00;74.216.874
WINFUT;28/06/2021;128.045;128.765;125.485;128.420;2.447.778.009.215,00;96.163.290
WINFUT;21/06/2021;128.995;130.645;127.235;128.145;2.269.247.541.541,00;87.654.775
WINFUT;14/06/2021;129.760;131.165;128.250;128.510;2.560.240.440.419,00;98.621.165
WINFUT;07/06/2021;130.175;131.360;128.640;129.560;2.420.151.153.516,00;93.002.721
WINFUT;31/05/2021;125.515;130.280;125.390;130.080;1.498.409.464.550,00;58.376.424
WINFUT;24/05/2021;122.950;125.880;122.700;125.515;1.810.173.523.590,00;72.887.621
WINFUT;17/05/2021;121.435;123.840;121.335;122.755;1.865.391.796.435,00;76.025.357
WINFUT;10/05/2021;122.295;123.250;119.650;121.860;2.079.748.922.484,00;85.495.731
WINFUT;03/05/2021;119.800;122.705;117.915;122.405;1.896.668.178.476,00;79.232.796
WINFUT;26/04/2021;121.460;122.050;118.905;119.055;1.927.488.128.290,00;79.908.747
WINFUT;19/04/2021;121.500;122.475;119.615;121.220;1.573.173.082.908,00;65.032.336
WINFUT;12/04/2021;117.475;121.880;117.430;121.620;1.805.056.795.476,00;75.154.038
WINFUT;05/04/2021;115.590;119.020;115.580;117.800;1.976.238.016.779,00;83.993.108
