Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINFUT;28/12/2017;144.072;144.240;143.800;143.894;19.757.503.186,94;685.830
WINFUT;27/12/2017;143.547;144.165;143.266;143.556;28.455.742.409,34;989.740
WINFUT;26/12/2017;142.029;143.350;141.598;143.285;31.287.257.703,71;1.097.025
WINFUT;22/12/2017;141.767;142.507;140.811;142.507;35.374.658.617,67;1.249.180
WINFUT;21/12/2017;139.124;142.282;138.253;142.179;48.569.525.743,44;1.730.240
WINFUT;20/12/2017;137.250;139.003;137.213;138.862;34.816.844.571,60;1.257.302
WINFUT;19/12/2017;138.262;138.281;136.613;137.250;38.821.153.426,91;1.412.965
WINFUT;18/12/2017;137.813;139.171;137.709;138.506;40.142.266.769,88;1.449.982
WINFUT;15/12/2017;136.519;138.337;136.173;136.922;50.880.166.482,40;1.850.863
WINFUT;14/12/2017;137.110;137.700;136.060;136.941;52.149.881.518,90;1.904.458
WINFUT;13/12/2017;140.736;142.423;137.307;137.756;65.740.684.831,09;2.345.911
WINFUT;12/12/2017;137.445;140.466;135.472;140.277;57.916.393.456,20;2.112.158
WINFUT;11/12/2017;137.841;138.644;136.803;137.794;47.897.679.842,09;1.736.328
WINFUT;08/12/2017;138.210;138.719;137.058;137.143;42.846.221.559,24;1.551.106
WINFUT;07/12/2017;138.002;138.162;134.670;136.756;73.840.776.766,58;2.707.202
WINFUT;06/12/2017;136.265;138.899;135.812;138.719;72.422.780.974,54;2.642.473
WINFUT;05/12/2017;137.738;140.286;136.567;136.869;65.836.837.847,55;2.371.386
WINFUT;04/12/2017;137.502;139.503;136.822;137.851;57.663.700.040,77;2.087.467
WINFUT;01/12/2017;135.425;137.096;134.538;136.567;63.735.861.330,26;2.341.816
WINFUT;30/11/2017;138.059;138.106;134.849;135.793;59.746.340.262,09;2.195.081
WINFUT;29/11/2017;140.352;141.023;137.407;137.436;61.613.522.536,12;2.216.571
WINFUT;28/11/2017;140.768;142.004;140.211;140.645;52.411.194.945,71;1.857.401
WINFUT;27/11/2017;140.220;140.541;138.455;140.352;39.871.113.104,04;1.430.343
WINFUT;24/11/2017;141.400;141.551;140.116;140.116;31.103.573.061,72;1.104.464
WINFUT;23/11/2017;141.183;141.400;139.805;141.023;31.020.337.675,67;1.103.512
WINFUT;22/11/2017;141.532;142.316;140.683;141.306;53.735.828.594,14;1.899.828
WINFUT;21/11/2017;140.267;142.391;140.126;141.192;47.866.667.569,53;1.693.985
WINFUT;17/11/2017;137.266;139.673;137.190;139.135;46.429.486.905,39;1.677.830
WINFUT;16/11/2017;135.170;138.342;134.736;137.492;54.111.737.483,01;1.979.472
WINFUT;14/11/2017;137.841;138.323;134.056;134.500;55.743.506.216,51;2.040.534
WINFUT;13/11/2017;137.058;138.257;136.142;137.700;49.036.362.759,98;1.791.236
WINFUT;10/11/2017;138.115;138.738;136.511;137.473;46.589.807.881,59;1.696.137
WINFUT;09/11/2017;141.013;141.211;138.115;138.521;61.494.327.163,63;2.202.924
WINFUT;08/11/2017;138.285;141.646;137.926;141.249;56.425.845.861,30;2.031.589
WINFUT;07/11/2017;141.126;141.221;137.445;137.615;56.798.517.679,15;2.042.828
WINFUT;06/11/2017;141.240;141.485;140.230;141.211;47.847.837.943,93;1.697.264
WINFUT;03/11/2017;140.815;141.192;138.861;140.551;58.497.701.771,21;2.086.072
WINFUT;01/11/2017;142.202;143.127;140.116;140.116;51.657.235.773,99;1.820.241
WINFUT;31/10/2017;142.533;142.910;140.938;141.117;53.579.341.108,52;1.887.755
WINFUT;30/10/2017;144.043;144.213;141.240;142.278;49.921.305.911,19;1.747.725
WINFUT;27/10/2017;145.081;145.940;143.798;144.468;59.275.877.051,25;2.043.588
WINFUT;26/10/2017;146.488;146.799;144.232;144.609;61.298.052.364,82;2.101.694
WINFUT;25/10/2017;145.742;146.497;143.496;145.978;61.478.375.677,46;2.116.036
WINFUT;24/10/2017;143.949;145.676;143.703;145.553;52.742.431.548,39;1.822.092
WINFUT;23/10/2017;145.988;146.025;143.401;143.703;48.174.314.402,12;1.665.750
WINFUT;20/10/2017;146.082;146.790;145.365;145.365;44.409.462.328,77;1.518.660
WINFUT;19/10/2017;145.195;145.544;143.590;145.440;41.781.280.455,31;1.445.449
WINFUT;18/10/2017;145.695;146.488;145.025;146.186;35.279.743.529,81;1.209.411
WINFUT;17/10/2017;146.109;146.480;144.748;145.147;37.016.394.064,32;1.271.578
WINFUT;16/10/2017;147.223;147.413;145.776;146.214;39.394.012.895,50;1.343.580
