Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;28/12/2023;18:00:00;5.582,400;5.582,972;5.572,665;5.574,383;2.122.056.804,92;38.043
WDOFUT;28/12/2023;17:30:00;5.584,117;5.584,690;5.576,101;5.582,972;3.229.624.633,94;57.870
WDOFUT;28/12/2023;17:00:00;5.576,101;5.585,835;5.575,528;5.584,117;4.626.202.241,15;82.867
WDOFUT;28/12/2023;16:30:00;5.576,101;5.577,819;5.571,520;5.576,673;2.416.629.370,65;43.350
WDOFUT;28/12/2023;16:00:00;5.572,665;5.578,391;5.572,665;5.576,101;5.064.065.794,65;90.814
WDOFUT;28/12/2023;15:30:00;5.581,254;5.590,416;5.568,084;5.572,665;7.606.015.905,72;136.322
WDOFUT;28/12/2023;15:00:00;5.581,254;5.589,843;5.579,536;5.581,254;4.172.027.121,29;74.702
WDOFUT;28/12/2023;14:30:00;5.594,997;5.599,005;5.580,682;5.581,827;6.429.819.950,21;115.032
WDOFUT;28/12/2023;14:00:00;5.577,246;5.597,287;5.575,528;5.594,997;9.136.371.963,67;163.530
WDOFUT;28/12/2023;13:30:00;5.562,358;5.580,109;5.557,777;5.576,673;6.051.631.239,66;108.688
WDOFUT;28/12/2023;13:00:00;5.562,358;5.566,366;5.560,068;5.561,785;6.790.351.071,31;122.047
WDOFUT;28/12/2023;12:30:00;5.554,341;5.562,931;5.550,333;5.562,358;6.401.786.810,76;115.238
WDOFUT;28/12/2023;12:00:00;5.560,068;5.563,503;5.553,769;5.554,341;7.618.928.180,74;137.073
WDOFUT;28/12/2023;11:30:00;5.564,649;5.566,366;5.550,906;5.560,068;9.501.669.454,17;170.901
WDOFUT;28/12/2023;11:00:00;5.571,520;5.577,246;5.564,649;5.564,649;9.080.388.679,24;162.978
WDOFUT;28/12/2023;10:30:00;5.562,931;5.572,665;5.557,205;5.572,092;8.059.564.805,07;144.802
WDOFUT;28/12/2023;10:00:00;5.565,221;5.566,939;5.554,341;5.562,931;9.603.682.242,25;172.702
WDOFUT;28/12/2023;09:30:00;5.560,640;5.572,665;5.556,632;5.564,649;9.136.615.679,02;164.169
WDOFUT;28/12/2023;09:00:00;5.540,599;5.569,229;5.537,736;5.561,213;13.930.353.167,64;250.621
WDOFUT;27/12/2023;18:00:00;5.550,348;5.552,073;5.545,747;5.546,898;1.940.002.897,47;34.959
WDOFUT;27/12/2023;17:30:00;5.550,348;5.553,798;5.549,198;5.550,348;1.993.135.896,31;35.901
WDOFUT;27/12/2023;17:00:00;5.549,773;5.552,073;5.546,898;5.550,348;2.108.293.353,38;37.991
WDOFUT;27/12/2023;16:30:00;5.550,923;5.554,948;5.548,048;5.549,773;2.795.204.979,15;50.350
WDOFUT;27/12/2023;16:00:00;5.552,648;5.559,549;5.548,623;5.550,923;5.504.644.738,39;99.126
WDOFUT;27/12/2023;15:30:00;5.547,473;5.554,373;5.545,172;5.552,648;4.459.107.176,16;80.351
WDOFUT;27/12/2023;15:00:00;5.542,297;5.548,048;5.536,547;5.546,898;5.583.356.508,21;100.720
WDOFUT;27/12/2023;14:30:00;5.544,022;5.545,747;5.540,572;5.541,722;3.554.071.798,11;64.118
WDOFUT;27/12/2023;14:00:00;5.550,923;5.552,073;5.538,847;5.544,022;6.679.570.390,57;120.458
WDOFUT;27/12/2023;13:30:00;5.545,747;5.559,549;5.542,297;5.551,498;7.371.652.448,25;132.819
WDOFUT;27/12/2023;13:00:00;5.540,572;5.546,898;5.539,422;5.545,172;5.940.057.252,59;107.168
WDOFUT;27/12/2023;12:30:00;5.549,773;5.552,648;5.538,272;5.540,572;8.605.183.562,81;155.167
WDOFUT;27/12/2023;12:00:00;5.550,923;5.554,948;5.547,473;5.549,198;5.495.621.006,84;98.998
WDOFUT;27/12/2023;11:30:00;5.552,073;5.554,373;5.547,473;5.550,923;6.799.207.878,85;122.508
WDOFUT;27/12/2023;11:00:00;5.550,923;5.556,098;5.549,198;5.551,498;7.634.010.293,15;137.468
WDOFUT;27/12/2023;10:30:00;5.546,322;5.553,223;5.545,172;5.551,498;5.766.855.497,93;103.935
WDOFUT;27/12/2023;10:00:00;5.553,798;5.554,948;5.545,747;5.546,322;8.514.193.431,09;153.425
WDOFUT;27/12/2023;09:30:00;5.537,122;5.553,798;5.535,972;5.553,798;9.876.654.053,37;178.097
WDOFUT;27/12/2023;09:00:00;5.529,646;5.537,697;5.518,720;5.536,547;10.493.486.896,83;189.811
WDOFUT;26/12/2023;18:00:00;5.540,572;5.541,147;5.530,796;5.530,796;3.431.189.731,31;61.980
WDOFUT;26/12/2023;17:30:00;5.540,572;5.542,872;5.539,422;5.540,572;6.935.134.390,09;125.150
WDOFUT;26/12/2023;17:00:00;5.541,147;5.543,447;5.539,997;5.540,572;2.107.642.395,11;38.033
WDOFUT;26/12/2023;16:30:00;5.545,747;5.545,747;5.539,997;5.541,147;2.233.667.055,96;40.298
WDOFUT;26/12/2023;16:00:00;5.548,048;5.548,048;5.542,872;5.545,747;2.245.582.695,83;40.495
WDOFUT;26/12/2023;15:30:00;5.544,022;5.548,048;5.542,297;5.548,048;5.277.195.125,17;95.169
WDOFUT;26/12/2023;15:00:00;5.541,722;5.544,597;5.536,547;5.544,597;5.408.849.162,46;97.621
WDOFUT;26/12/2023;14:30:00;5.541,722;5.547,473;5.539,997;5.541,722;4.142.528.580,40;74.725
WDOFUT;26/12/2023;14:00:00;5.547,473;5.547,473;5.536,547;5.541,147;6.363.791.120,80;114.829
WDOFUT;26/12/2023;13:30:00;5.546,898;5.551,498;5.545,747;5.547,473;3.164.608.665,17;57.024
WDOFUT;26/12/2023;13:00:00;5.546,322;5.550,923;5.545,172;5.546,322;4.079.668.361,25;73.534
WDOFUT;26/12/2023;12:30:00;5.553,223;5.554,373;5.545,172;5.546,322;4.914.383.748,03;88.570
WDOFUT;26/12/2023;12:00:00;5.560,699;5.561,849;5.550,923;5.553,798;7.621.188.518,17;137.190
WDOFUT;26/12/2023;11:30:00;5.565,874;5.568,749;5.559,549;5.561,274;5.938.324.062,76;106.728
WDOFUT;26/12/2023;11:00:00;5.559,549;5.566,449;5.558,398;5.565,874;6.453.049.799,32;115.993
WDOFUT;26/12/2023;10:30:00;5.567,599;5.572,775;5.557,823;5.560,124;8.907.989.262,60;160.037
WDOFUT;26/12/2023;10:00:00;5.570,474;5.573,925;5.561,849;5.567,024;8.645.421.520,01;155.248
WDOFUT;26/12/2023;09:30:00;5.572,200;5.587,151;5.569,324;5.570,474;9.554.693.247,61;171.264
WDOFUT;26/12/2023;09:00:00;5.575,650;5.580,825;5.569,324;5.572,775;7.418.924.925,01;133.091
WDOFUT;22/12/2023;18:00:00;5.589,451;5.589,451;5.584,276;5.587,151;1.886.489.971,22;33.772
WDOFUT;22/12/2023;17:30:00;5.589,451;5.592,326;5.587,151;5.589,451;2.039.223.685,49;36.478
