Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;30/12/2015;17:00:00;6.719,171;6.752,902;6.719,171;6.736,036;628.589.899,15;9.318
WDOFUT;30/12/2015;16:00:00;6.732,663;6.756,275;6.712,425;6.719,171;796.990.804,49;11.814
WDOFUT;30/12/2015;15:00:00;6.790,005;6.796,752;6.729,290;6.732,663;1.334.305.220,44;19.777
WDOFUT;30/12/2015;14:00:00;6.816,990;6.852,407;6.779,886;6.790,005;1.388.341.925,57;20.568
WDOFUT;30/12/2015;13:00:00;6.756,275;6.816,990;6.736,036;6.816,990;1.397.972.062,47;20.715
WDOFUT;30/12/2015;12:00:00;6.641,590;6.766,394;6.641,590;6.756,275;1.844.263.976,06;27.351
WDOFUT;30/12/2015;11:00:00;6.601,113;6.655,082;6.597,740;6.644,963;1.516.636.936,78;22.555
WDOFUT;30/12/2015;10:00:00;6.597,740;6.617,978;6.584,248;6.599,427;884.758.286,85;13.183
WDOFUT;30/12/2015;09:00:00;6.567,382;6.638,217;6.553,890;6.597,740;1.196.953.495,54;17.809
WDOFUT;29/12/2015;17:00:00;6.612,246;6.631,007;6.591,780;6.596,897;895.714.634,98;13.282
WDOFUT;29/12/2015;16:00:00;6.632,712;6.636,123;6.610,541;6.613,952;1.088.760.845,94;16.129
WDOFUT;29/12/2015;15:00:00;6.634,418;6.642,945;6.622,479;6.632,712;1.163.956.600,35;17.234
WDOFUT;29/12/2015;14:00:00;6.600,308;6.637,829;6.591,780;6.634,418;1.421.573.264,06;21.090
WDOFUT;29/12/2015;13:00:00;6.555,965;6.607,130;6.554,259;6.600,308;1.404.040.663,57;20.860
WDOFUT;29/12/2015;12:00:00;6.555,965;6.581,547;6.554,259;6.555,965;1.310.067.289,39;19.442
WDOFUT;29/12/2015;11:00:00;6.576,431;6.579,842;6.554,259;6.557,670;1.278.992.972,19;19.059
WDOFUT;29/12/2015;10:00:00;6.590,075;6.595,191;6.576,431;6.576,431;1.316.650.542,10;19.575
WDOFUT;29/12/2015;09:00:00;6.593,486;6.607,130;6.569,609;6.590,075;1.449.799.386,43;21.545
WDOFUT;28/12/2015;17:00:00;6.590,075;6.598,602;6.586,664;6.590,075;481.396.090,69;7.178
WDOFUT;28/12/2015;16:00:00;6.590,075;6.603,719;6.583,253;6.590,075;954.094.101,38;14.190
WDOFUT;28/12/2015;15:00:00;6.590,075;6.610,541;6.586,664;6.590,075;1.292.909.900,20;19.199
WDOFUT;28/12/2015;14:00:00;6.648,062;6.651,473;6.586,664;6.591,780;1.692.015.332,01;25.081
WDOFUT;28/12/2015;13:00:00;6.658,295;6.660,000;6.624,185;6.646,356;1.745.551.161,70;25.851
WDOFUT;28/12/2015;12:00:00;6.682,172;6.685,583;6.654,884;6.658,295;1.282.949.745,84;18.916
WDOFUT;28/12/2015;11:00:00;6.704,344;6.704,344;6.678,761;6.682,172;1.482.084.612,81;21.814
WDOFUT;28/12/2015;10:00:00;6.733,337;6.746,981;6.699,227;6.702,638;1.682.583.884,48;24.722
WDOFUT;28/12/2015;09:00:00;6.762,331;6.769,153;6.729,926;6.735,043;1.066.691.599,81;15.654
WDOFUT;23/12/2015;17:00:00;6.753,803;6.767,447;6.733,337;6.738,454;635.505.602,33;9.327
WDOFUT;23/12/2015;16:00:00;6.769,153;6.772,564;6.752,098;6.753,803;990.933.028,46;14.547
WDOFUT;23/12/2015;15:00:00;6.781,091;6.781,091;6.767,447;6.769,153;759.751.705,95;11.144
WDOFUT;23/12/2015;14:00:00;6.775,975;6.784,502;6.770,858;6.781,091;966.288.468,44;14.173
