Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINFUT;28/12/2015;44.450;44.645;43.725;43.920;4.570.898.308,00;516.620
WINFUT;21/12/2015;44.570;44.905;43.580;44.645;7.775.918.203,00;877.418
WINFUT;14/12/2015;45.550;47.070;44.315;44.450;17.085.614.377,00;1.883.343
WINFUT;07/12/2015;45.395;46.570;44.300;45.350;19.539.544.386,00;2.145.155
WINFUT;30/11/2015;45.885;47.400;44.710;45.570;19.445.821.032,00;2.128.676
WINFUT;23/11/2015;48.675;49.090;45.850;45.895;14.547.714.371,00;1.526.316
WINFUT;16/11/2015;46.845;48.750;46.725;48.730;12.554.940.317,00;1.313.802
WINFUT;09/11/2015;47.550;47.930;45.785;46.995;18.416.209.809,00;1.959.558
WINFUT;03/11/2015;46.800;49.765;46.720;47.500;16.381.866.956,00;1.700.535
WINFUT;26/10/2015;47.975;48.570;45.885;46.385;15.687.450.144,00;1.661.167
WINFUT;19/10/2015;47.835;49.575;47.245;48.015;18.048.057.109,00;1.874.139
WINFUT;13/10/2015;48.800;48.800;47.025;47.545;15.754.329.099,00;1.648.936
WINFUT;05/10/2015;47.525;49.715;47.450;49.450;20.026.962.577,00;2.062.197
WINFUT;28/09/2015;44.445;47.380;43.945;47.345;17.011.060.475,00;1.884.726
WINFUT;21/09/2015;47.705;47.830;44.145;44.735;20.637.676.523,00;2.248.608
WINFUT;14/09/2015;46.845;49.790;46.605;47.350;20.849.601.609,00;2.164.234
WINFUT;08/09/2015;47.450;48.355;45.350;46.975;15.202.707.254,00;1.614.337
WINFUT;31/08/2015;47.315;48.090;45.645;46.995;24.016.609.606,00;2.567.250
WINFUT;24/08/2015;44.100;48.690;43.200;47.825;28.266.301.424,00;3.050.461
WINFUT;17/08/2015;48.395;48.970;46.045;46.045;19.515.868.773,00;2.056.093
WINFUT;10/08/2015;48.480;50.440;48.260;48.390;17.846.176.747,00;1.820.697
WINFUT;03/08/2015;50.775;50.990;48.345;48.345;16.916.023.981,00;1.689.388
WINFUT;27/07/2015;49.050;51.160;48.820;51.160;21.127.310.372,00;2.116.475
WINFUT;20/07/2015;52.765;52.880;48.850;49.485;17.315.357.463,00;1.699.124
WINFUT;13/07/2015;53.350;53.950;52.575;52.575;15.202.903.284,00;1.423.281
WINFUT;06/07/2015;52.695;53.375;51.650;53.000;14.277.217.005,00;1.357.219
WINFUT;29/06/2015;53.825;54.540;52.930;53.100;14.291.349.912,00;1.329.607
WINFUT;22/06/2015;54.850;55.285;53.625;54.730;15.984.712.228,00;1.463.842
WINFUT;15/06/2015;53.185;55.325;52.535;54.500;16.530.979.218,00;1.528.569
WINFUT;08/06/2015;52.990;54.480;52.650;53.370;15.660.002.546,00;1.463.827
WINFUT;01/06/2015;53.275;54.525;52.850;53.040;13.174.455.764,00;1.228.710
WINFUT;25/05/2015;54.815;55.290;52.890;52.930;16.899.409.825,00;1.562.994
WINFUT;18/05/2015;57.750;58.280;54.375;54.570;18.710.398.899,00;1.676.627
WINFUT;11/05/2015;58.080;58.145;56.575;57.710;17.452.270.159,00;1.520.636
WINFUT;04/05/2015;57.385;59.250;57.120;57.735;20.395.778.912,00;1.757.439
WINFUT;27/04/2015;57.400;57.745;55.555;56.935;16.342.065.413,00;1.449.619
WINFUT;20/04/2015;55.150;57.770;54.220;57.400;15.854.927.809,00;1.420.586
WINFUT;13/04/2015;54.235;55.945;53.760;54.930;18.959.661.965,00;1.727.367
WINFUT;06/04/2015;53.220;54.685;53.025;54.345;19.331.270.940,00;1.791.820
WINFUT;30/03/2015;50.590;53.540;50.380;53.345;14.496.713.495,00;1.393.379
WINFUT;23/03/2015;52.200;52.735;50.065;50.325;18.821.217.448,00;1.824.487
WINFUT;16/03/2015;49.050;52.680;48.745;52.085;20.337.588.652,00;1.998.196
WINFUT;09/03/2015;50.260;50.385;48.050;49.100;19.677.075.399,00;1.999.312
WINFUT;02/03/2015;52.300;52.435;50.280;50.480;17.548.338.790,00;1.711.812
WINFUT;23/02/2015;51.955;53.205;51.555;52.295;19.093.994.656,00;1.825.555
WINFUT;18/02/2015;51.980;52.820;51.430;52.040;8.793.671.981,00;844.887
WINFUT;09/02/2015;48.480;50.995;47.840;50.995;16.373.532.524,00;1.663.089
WINFUT;02/02/2015;47.030;49.950;46.910;48.830;19.175.415.044,00;1.965.863
WINFUT;26/01/2015;48.460;49.155;46.480;47.260;17.458.633.656,00;1.821.939
WINFUT;19/01/2015;48.970;50.700;47.805;48.780;16.087.390.101,00;1.635.496
WINFUT;12/01/2015;49.535;49.720;47.685;49.290;17.496.344.291,00;1.794.227
WINFUT;05/01/2015;49.050;50.845;47.570;49.395;16.412.542.416,00;1.668.561
WINFUT;29/12/2014;50.700;51.600;48.815;49.130;7.882.268.083,00;780.498
WINFUT;22/12/2014;50.465;51.700;49.825;50.750;7.463.171.114,00;734.781
WINFUT;15/12/2014;48.440;50.575;45.720;50.575;20.515.926.516,00;2.121.785
WINFUT;08/12/2014;51.740;52.010;47.930;48.290;17.637.381.821,00;1.771.902
WINFUT;01/12/2014;54.440;54.540;51.210;52.055;17.567.536.778,00;1.679.143
WINFUT;24/11/2014;56.840;57.790;54.710;54.710;19.043.580.453,00;1.702.179
WINFUT;17/11/2014;51.900;57.045;51.395;57.045;16.512.627.807,00;1.548.111
