Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINFUT;30/12/2019;196.660;197.938;194.659;194.659;245.475.637.799,49;6.241.114
WINFUT;27/12/2019;198.073;199.367;195.988;196.526;289.154.664.453,97;7.321.777
WINFUT;26/12/2019;196.021;198.283;195.441;197.904;192.762.960.702,78;4.895.311
WINFUT;23/12/2019;194.970;195.786;194.264;195.685;182.141.398.858,31;4.677.312
WINFUT;20/12/2019;194.424;195.088;193.575;194.626;259.740.010.502,79;6.685.538
WINFUT;19/12/2019;192.953;194.869;192.238;194.684;266.276.691.431,11;6.883.437
WINFUT;18/12/2019;190.599;193.356;190.019;193.331;266.276.691.431,11;6.883.437
WINFUT;17/12/2019;190.362;191.081;189.608;190.590;282.327.958.268,31;7.415.092
WINFUT;16/12/2019;191.335;191.971;189.532;189.947;225.552.436.647,85;5.890.989
WINFUT;13/12/2019;190.539;191.335;189.489;190.912;313.975.971.342,27;8.241.239
WINFUT;12/12/2019;188.854;190.700;188.642;190.175;264.747.160.649,72;6.978.572
WINFUT;11/12/2019;187.999;188.482;187.321;188.092;268.628.896.791,43;7.143.953
WINFUT;10/12/2019;187.677;188.558;186.737;187.635;241.177.938.440,93;6.429.902
WINFUT;09/12/2019;187.880;188.964;187.846;188.261;219.630.866.192,96;5.825.509
WINFUT;06/12/2019;187.906;189.083;187.686;188.228;217.539.698.009,67;5.767.763
WINFUT;05/12/2019;187.415;188.558;186.534;187.516;306.695.514.035,24;8.171.170
WINFUT;04/12/2019;185.882;187.245;185.213;187.084;283.719.484.262,83;7.613.765
WINFUT;03/12/2019;184.612;185.763;183.477;184.882;352.683.298.329,23;9.556.640
WINFUT;02/12/2019;183.451;185.602;183.341;184.603;296.605.881.557,97;8.015.580
WINFUT;29/11/2019;183.426;184.628;182.825;183.646;309.652.183.870,07;8.431.342
WINFUT;28/11/2019;182.554;184.044;181.859;183.934;214.320.053.460,86;5.857.467
WINFUT;27/11/2019;182.621;183.316;180.293;182.799;301.894.678.084,72;8.297.721
WINFUT;26/11/2019;183.646;183.815;180.623;182.367;284.499.656.263,11;7.817.777
WINFUT;25/11/2019;185.043;185.247;183.536;183.934;270.299.524.608,54;7.332.218
WINFUT;22/11/2019;182.842;184.603;182.105;184.510;252.992.922.241,94;6.899.464
WINFUT;21/11/2019;179.209;182.918;179.065;182.918;298.612.429.834,84;8.256.859
WINFUT;19/11/2019;181.394;181.817;179.005;179.801;260.717.756.964,06;7.228.938
WINFUT;18/11/2019;182.664;183.282;180.462;180.462;238.798.011.336,27;6.561.989
WINFUT;14/11/2019;180.716;181.631;179.801;181.148;239.216.712.810,99;6.615.607
WINFUT;13/11/2019;180.564;181.673;178.895;180.547;317.844.061.675,89;8.816.691
WINFUT;12/11/2019;184.493;184.586;180.572;181.114;318.526.416.310,16;8.743.623
WINFUT;11/11/2019;182.130;184.434;181.504;184.315;269.029.232.234,97;7.349.379
WINFUT;08/11/2019;184.950;185.424;182.139;182.748;290.440.230.219,47;7.881.218
WINFUT;07/11/2019;185.365;186.796;184.696;186.195;290.104.468.151,31;7.803.666
WINFUT;06/11/2019;185.120;186.864;182.486;184.442;289.669.718.349,66;7.837.648
WINFUT;05/11/2019;185.560;186.170;184.256;184.891;285.164.923.477,00;7.702.700
WINFUT;04/11/2019;185.814;186.254;184.544;185.179;242.958.132.570,98;6.557.671
WINFUT;01/11/2019;182.842;184.857;182.748;184.561;240.406.640.110,87;6.528.428
WINFUT;31/10/2019;184.078;184.112;181.055;182.249;249.802.069.516,57;6.852.985
WINFUT;30/10/2019;183.087;184.722;181.436;184.612;241.984.281.409,69;6.616.240
WINFUT;29/10/2019;183.799;184.146;182.740;183.544;218.221.200.712,68;5.945.107
WINFUT;28/10/2019;183.443;184.832;182.842;183.832;202.205.817.894,97;5.498.813
WINFUT;25/10/2019;182.748;184.383;182.359;183.053;233.896.715.360,30;6.385.720
WINFUT;24/10/2019;183.765;183.985;181.698;182.613;245.321.167.213,46;6.711.587
WINFUT;23/10/2019;182.156;184.171;182.088;183.257;241.012.828.934,43;6.573.417
WINFUT;22/10/2019;180.852;183.290;180.606;182.410;235.894.075.632,84;6.469.860
WINFUT;21/10/2019;179.005;181.156;178.531;181.156;195.403.209.650,12;5.445.419
WINFUT;18/10/2019;179.353;180.039;178.260;178.345;225.646.979.720,56;6.297.362
WINFUT;17/10/2019;180.089;180.826;178.836;179.429;274.327.045.119,70;7.632.237
WINFUT;16/10/2019;177.854;180.064;176.634;179.674;234.108.894.649,88;6.570.456
WINFUT;15/10/2019;178.648;179.665;177.837;177.837;242.771.504.375,97;6.789.438
WINFUT;14/10/2019;176.581;178.495;176.453;178.495;214.277.546.690,37;6.027.308
WINFUT;11/10/2019;176.529;178.768;175.735;176.923;254.590.055.402,22;7.177.675
WINFUT;10/10/2019;172.770;175.333;172.736;174.821;244.321.094.369,59;7.014.144
WINFUT;09/10/2019;172.257;173.778;171.283;173.283;248.926.804.153,69;7.219.887
WINFUT;08/10/2019;171.411;173.436;170.369;170.582;320.183.556.853,57;9.300.719
WINFUT;07/10/2019;174.479;175.273;171.522;171.924;285.048.803.814,00;8.199.178
WINFUT;04/10/2019;172.898;175.624;172.428;175.060;265.111.541.824,83;7.624.167
WINFUT;03/10/2019;173.359;173.846;170.745;173.590;301.576.119.056,40;8.734.450
WINFUT;02/10/2019;176.487;176.700;172.599;172.736;301.576.119.056,40;8.734.450
WINFUT;01/10/2019;179.742;180.041;177.700;177.837;228.059.873.089,10;6.381.759
WINFUT;30/09/2019;180.716;180.759;179.187;179.631;192.806.726.432,84;5.362.124
WINFUT;27/09/2019;180.366;180.973;178.930;180.280;223.415.894.480,05;6.206.194
WINFUT;26/09/2019;179.751;180.486;178.648;180.007;215.470.376.459,21;6.000.816
WINFUT;25/09/2019;176.803;179.110;176.461;178.922;234.617.011.951,39;6.600.090
WINFUT;24/09/2019;180.093;180.195;177.196;178.067;228.916.259.097,49;6.418.865
WINFUT;23/09/2019;178.785;179.477;178.196;179.452;205.327.335.047,75;5.739.220
WINFUT;20/09/2019;179.691;180.144;177.965;179.349;249.669.602.099,33;6.962.358
WINFUT;19/09/2019;180.400;181.878;178.631;179.042;239.831.132.420,35;6.646.486
WINFUT;18/09/2019;179.870;179.896;177.598;179.281;245.069.553.403,05;6.849.758
WINFUT;17/09/2019;177.076;179.836;176.521;179.776;245.150.598.766,00;6.881.494
WINFUT;16/09/2019;177.298;178.520;176.213;177.991;250.192.236.201,05;7.046.025
WINFUT;13/09/2019;179.605;179.905;177.093;177.529;216.697.757.776,67;6.060.075
WINFUT;12/09/2019;178.956;179.819;177.897;178.751;258.035.931.140,06;7.208.055
WINFUT;11/09/2019;177.461;178.888;177.102;177.862;249.714.229.453,85;7.017.394
WINFUT;10/09/2019;176.871;178.025;175.538;176.786;277.728.882.229,14;7.857.057
WINFUT;09/09/2019;177.726;179.161;176.564;177.435;246.374.216.926,57;6.929.547
WINFUT;06/09/2019;176.102;177.316;175.914;176.957;221.702.969.902,87;6.274.911
WINFUT;05/09/2019;174.983;177.504;174.650;175.282;241.166.956.219,76;6.839.100
WINFUT;04/09/2019;173.787;174.077;172.488;173.616;228.371.200.318,56;6.587.862
WINFUT;03/09/2019;172.334;174.496;170.719;171.659;300.297.258.184,16;8.719.456
WINFUT;02/09/2019;174.547;174.786;172.719;173.240;182.190.606.320,44;5.237.339
WINFUT;30/08/2019;174.086;174.906;173.214;174.692;252.656.970.364,74;7.257.547
WINFUT;29/08/2019;169.344;173.624;169.344;173.530;246.689.722.389,56;7.210.398
WINFUT;28/08/2019;166.353;169.267;165.592;168.233;255.892.613.768,37;7.630.335
WINFUT;27/08/2019;165.199;168.532;164.798;167.165;307.227.660.941,92;9.204.158
WINFUT;26/08/2019;169.002;169.540;163.388;163.875;267.571.962.975,68;8.011.644
WINFUT;23/08/2019;172.514;172.514;166.908;168.070;286.999.094.695,86;8.466.246
WINFUT;22/08/2019;174.128;175.026;171.941;172.291;246.134.297.043,80;7.097.772
WINFUT;21/08/2019;171.830;174.769;171.317;174.547;256.862.534.156,08;7.433.184
WINFUT;20/08/2019;171.129;171.958;168.446;170.446;260.966.147.784,88;7.638.948
