Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;30/12/2025;18:15:00;5.596,879;5.600,937;5.592,821;5.598,908;1.559.694.995,06;27.868
WDOFUT;30/12/2025;18:00:00;5.597,894;5.600,937;5.595,865;5.596,372;1.186.658.633,27;21.196
WDOFUT;30/12/2025;17:45:00;5.600,430;5.603,473;5.593,836;5.597,894;1.868.819.014,44;33.373
WDOFUT;30/12/2025;17:30:00;5.601,444;5.602,966;5.597,894;5.600,937;1.376.468.648,00;24.579
WDOFUT;30/12/2025;17:15:00;5.607,024;5.607,531;5.599,923;5.601,444;1.949.092.382,80;34.784
WDOFUT;30/12/2025;17:00:00;5.607,531;5.611,082;5.607,024;5.607,531;832.429.692,60;14.841
WDOFUT;30/12/2025;16:45:00;5.607,024;5.610,067;5.606,009;5.608,038;1.659.551.241,93;29.592
WDOFUT;30/12/2025;16:30:00;5.608,038;5.609,053;5.605,502;5.606,517;1.106.936.694,97;19.742
WDOFUT;30/12/2025;16:15:00;5.607,531;5.609,560;5.604,995;5.608,038;1.481.302.348,52;26.417
WDOFUT;30/12/2025;16:00:00;5.611,589;5.613,111;5.605,502;5.607,531;2.212.570.063,75;39.446
WDOFUT;30/12/2025;15:45:00;5.613,111;5.616,661;5.609,053;5.611,589;3.658.196.735,97;65.170
WDOFUT;30/12/2025;15:30:00;5.613,111;5.617,676;5.612,096;5.613,111;2.208.888.155,24;39.341
WDOFUT;30/12/2025;15:15:00;5.608,038;5.614,125;5.607,024;5.613,111;2.603.916.564,40;46.400
WDOFUT;30/12/2025;15:00:00;5.607,024;5.609,053;5.605,502;5.608,038;1.805.288.141,40;32.194
WDOFUT;30/12/2025;14:45:00;5.611,082;5.611,082;5.605,502;5.606,517;1.987.654.073,54;35.442
WDOFUT;30/12/2025;14:30:00;5.614,125;5.615,140;5.610,067;5.610,575;2.055.511.175,90;36.625
WDOFUT;30/12/2025;14:15:00;5.614,125;5.617,676;5.612,096;5.614,633;1.736.533.930,43;30.926
WDOFUT;30/12/2025;14:00:00;5.620,212;5.622,241;5.611,589;5.614,125;2.673.061.613,44;47.598
WDOFUT;30/12/2025;13:45:00;5.619,198;5.624,777;5.617,169;5.620,212;3.476.104.824,67;61.842
WDOFUT;30/12/2025;13:30:00;5.616,154;5.620,719;5.613,111;5.618,690;1.855.533.735,81;33.033
WDOFUT;30/12/2025;13:15:00;5.613,111;5.616,154;5.609,053;5.615,647;2.748.083.177,60;48.961
WDOFUT;30/12/2025;13:00:00;5.620,212;5.621,227;5.612,096;5.613,618;5.815.955.132,93;103.565
WDOFUT;30/12/2025;12:45:00;5.618,183;5.622,748;5.615,647;5.619,705;4.545.815.750,28;80.899
WDOFUT;30/12/2025;12:30:00;5.610,067;5.618,690;5.609,053;5.618,690;2.964.343.919,36;52.809
WDOFUT;30/12/2025;12:15:00;5.619,198;5.620,212;5.607,531;5.609,560;4.662.689.385,78;83.075
WDOFUT;30/12/2025;12:00:00;5.617,169;5.625,285;5.614,633;5.619,705;5.297.770.167,89;94.269
WDOFUT;30/12/2025;11:45:00;5.616,661;5.618,690;5.610,575;5.617,169;3.982.584.855,90;70.931
WDOFUT;30/12/2025;11:30:00;5.621,227;5.624,270;5.614,633;5.616,154;3.110.493.128,35;55.354
WDOFUT;30/12/2025;11:15:00;5.620,719;5.626,299;5.614,125;5.621,734;6.037.825.439,88;107.404
WDOFUT;30/12/2025;11:00:00;5.621,227;5.627,313;5.611,589;5.620,212;7.468.625.845,36;132.900
WDOFUT;30/12/2025;10:45:00;5.616,661;5.624,270;5.614,125;5.621,227;5.159.598.855,13;91.796
WDOFUT;30/12/2025;10:30:00;5.630,357;5.633,400;5.615,140;5.616,661;6.033.881.095,87;107.271
WDOFUT;30/12/2025;10:15:00;5.644,560;5.645,067;5.623,256;5.630,357;7.156.298.046,36;127.048
WDOFUT;30/12/2025;10:00:00;5.641,009;5.648,618;5.636,444;5.645,067;7.790.038.199,91;138.054
WDOFUT;30/12/2025;09:45:00;5.651,154;5.653,183;5.640,502;5.641,516;5.164.037.128,55;91.441
WDOFUT;30/12/2025;09:30:00;5.660,791;5.663,835;5.649,125;5.650,647;4.349.435.205,39;76.901
WDOFUT;30/12/2025;09:15:00;5.660,791;5.662,313;5.646,081;5.661,299;8.182.928.559,65;144.698
WDOFUT;30/12/2025;09:00:00;5.685,139;5.689,197;5.659,777;5.660,284;7.959.525.831,86;140.294
