Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINFUT;28/12/2023;18:00:00;172.390;172.568;172.301;172.460;6.485.411.143,18;188.070
WINFUT;28/12/2023;17:30:00;172.301;172.536;172.282;172.390;11.247.670.776,28;326.160
WINFUT;28/12/2023;17:00:00;172.384;172.403;172.174;172.301;13.529.118.180,08;392.603
WINFUT;28/12/2023;16:30:00;172.434;172.504;172.301;172.390;12.502.431.172,99;362.599
WINFUT;28/12/2023;16:00:00;172.517;172.599;172.403;172.428;13.299.196.531,45;385.526
WINFUT;28/12/2023;15:30:00;172.580;172.657;172.492;172.523;16.408.397.597,74;475.399
WINFUT;28/12/2023;15:00:00;172.466;172.606;172.200;172.580;22.464.897.087,94;651.505
WINFUT;28/12/2023;14:30:00;172.339;172.504;172.295;172.466;15.548.846.526,14;450.930
WINFUT;28/12/2023;14:00:00;172.390;172.580;172.333;172.346;17.312.377.863,87;501.940
WINFUT;28/12/2023;13:30:00;172.523;172.561;172.365;172.396;12.513.509.678,70;362.799
WINFUT;28/12/2023;13:00:00;172.720;172.758;172.453;172.530;17.837.512.805,04;516.707
WINFUT;28/12/2023;12:30:00;172.549;172.758;172.422;172.726;20.640.725.914,65;597.999
WINFUT;28/12/2023;12:00:00;172.257;172.568;172.161;172.542;20.873.538.708,51;605.440
WINFUT;28/12/2023;11:30:00;172.231;172.365;171.958;172.263;34.801.284.154,19;1.010.532
WINFUT;28/12/2023;11:00:00;172.168;172.434;172.168;172.231;23.275.297.569,71;675.507
WINFUT;28/12/2023;10:30:00;172.269;172.339;172.003;172.161;29.089.647.105,69;844.828
WINFUT;28/12/2023;10:00:00;172.085;172.517;172.047;172.269;27.253.711.748,76;790.913
WINFUT;28/12/2023;09:30:00;171.965;172.130;171.927;172.085;12.765.634.838,80;371.030
WINFUT;28/12/2023;09:00:00;172.371;172.599;171.920;171.965;26.085.189.423,20;757.121
WINFUT;27/12/2023;18:00:00;172.568;172.777;172.542;172.739;7.048.740.322,33;204.144
WINFUT;27/12/2023;17:30:00;172.422;172.593;172.384;172.561;11.942.639.066,82;346.229
WINFUT;27/12/2023;17:00:00;172.244;172.460;172.193;172.422;13.324.351.925,49;386.525
WINFUT;27/12/2023;16:30:00;172.358;172.390;172.155;172.244;14.577.423.918,28;423.056
WINFUT;27/12/2023;16:00:00;172.181;172.390;172.054;172.358;25.592.424.752,29;743.073
WINFUT;27/12/2023;15:30:00;172.231;172.307;172.168;172.181;15.542.309.628,41;451.177
WINFUT;27/12/2023;15:00:00;172.346;172.523;172.219;172.231;23.430.190.542,11;679.528
WINFUT;27/12/2023;14:30:00;172.371;172.409;172.301;172.346;11.170.896.663,15;324.053
WINFUT;27/12/2023;14:00:00;172.422;172.479;172.327;172.377;11.257.517.625,58;326.502
WINFUT;27/12/2023;13:30:00;172.396;172.574;172.339;172.422;16.872.541.250,91;489.160
WINFUT;27/12/2023;13:00:00;172.428;172.447;172.339;172.396;10.926.289.459,17;316.899
WINFUT;27/12/2023;12:30:00;172.327;172.460;172.269;172.428;16.833.448.514,38;488.311
WINFUT;27/12/2023;12:00:00;171.920;172.358;171.908;172.327;27.764.360.817,29;806.413
WINFUT;27/12/2023;11:30:00;171.724;172.079;171.641;171.927;33.100.852.285,89;963.073
WINFUT;27/12/2023;11:00:00;171.755;172.041;171.616;171.730;34.865.282.703,60;1.014.471
WINFUT;27/12/2023;10:30:00;171.603;171.838;171.546;171.755;22.939.332.474,56;667.954
WINFUT;27/12/2023;10:00:00;171.565;171.679;171.470;171.603;25.342.889.443,69;738.529
WINFUT;27/12/2023;09:30:00;171.819;171.831;171.533;171.565;15.700.762.468,70;457.307
WINFUT;27/12/2023;09:00:00;171.889;172.212;171.768;171.819;21.728.897.528,63;631.810
WINFUT;26/12/2023;18:00:00;171.882;172.079;171.831;171.990;6.968.741.064,44;202.648
