Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;28/12/2023;18:15:00;5.581,254;5.581,827;5.572,665;5.574,383;1.321.193.208,35;23.693
WDOFUT;28/12/2023;18:00:00;5.582,400;5.582,972;5.578,964;5.581,827;800.863.596,57;14.350
WDOFUT;28/12/2023;17:45:00;5.580,109;5.584,117;5.578,391;5.582,972;1.499.273.378,89;26.862
WDOFUT;28/12/2023;17:30:00;5.584,117;5.584,690;5.576,101;5.580,109;1.730.351.255,05;31.008
WDOFUT;28/12/2023;17:15:00;5.583,545;5.585,835;5.582,400;5.584,117;2.694.047.415,66;48.243
WDOFUT;28/12/2023;17:00:00;5.576,101;5.584,690;5.575,528;5.582,972;1.932.154.825,49;34.624
WDOFUT;28/12/2023;16:45:00;5.574,956;5.576,673;5.571,520;5.576,673;1.044.721.205,13;18.744
WDOFUT;28/12/2023;16:30:00;5.576,101;5.577,819;5.573,238;5.574,956;1.371.908.165,52;24.606
WDOFUT;28/12/2023;16:15:00;5.576,673;5.578,391;5.574,383;5.576,101;2.332.489.084,95;41.826
WDOFUT;28/12/2023;16:00:00;5.572,665;5.578,391;5.572,665;5.576,101;2.731.576.709,69;48.988
WDOFUT;28/12/2023;15:45:00;5.581,827;5.590,416;5.568,084;5.572,665;5.894.240.578,91;105.653
WDOFUT;28/12/2023;15:30:00;5.581,254;5.584,690;5.578,964;5.582,400;1.711.775.326,81;30.669
WDOFUT;28/12/2023;15:15:00;5.585,263;5.586,980;5.579,536;5.581,254;1.717.396.984,63;30.759
WDOFUT;28/12/2023;15:00:00;5.581,254;5.589,843;5.581,254;5.585,835;2.454.630.136,66;43.943
WDOFUT;28/12/2023;14:45:00;5.588,698;5.589,843;5.580,682;5.581,827;2.349.038.537,47;42.060
WDOFUT;28/12/2023;14:30:00;5.594,997;5.599,005;5.587,553;5.588,126;4.080.781.412,74;72.972
WDOFUT;28/12/2023;14:15:00;5.584,690;5.597,287;5.582,972;5.594,997;4.157.266.888,22;74.346
WDOFUT;28/12/2023;14:00:00;5.577,246;5.587,553;5.575,528;5.584,117;4.979.105.075,45;89.184
WDOFUT;28/12/2023;13:45:00;5.560,640;5.580,109;5.558,922;5.576,673;4.435.581.186,36;79.622
WDOFUT;28/12/2023;13:30:00;5.562,358;5.562,358;5.557,777;5.560,068;1.616.050.053,30;29.066
WDOFUT;28/12/2023;13:15:00;5.563,503;5.565,221;5.560,068;5.561,785;1.750.314.949,83;31.465
WDOFUT;28/12/2023;13:00:00;5.562,358;5.566,366;5.560,640;5.563,503;5.040.036.121,48;90.582
WDOFUT;28/12/2023;12:45:00;5.551,478;5.562,931;5.551,478;5.562,358;3.536.195.413,31;63.623
WDOFUT;28/12/2023;12:30:00;5.554,341;5.555,487;5.550,333;5.550,906;2.865.591.397,45;51.615
WDOFUT;28/12/2023;12:15:00;5.558,922;5.560,068;5.553,769;5.554,341;2.580.673.640,06;46.447
WDOFUT;28/12/2023;12:00:00;5.560,068;5.563,503;5.554,914;5.559,495;5.038.254.540,68;90.626
WDOFUT;28/12/2023;11:45:00;5.556,059;5.564,649;5.552,624;5.560,068;3.693.987.876,26;66.429
WDOFUT;28/12/2023;11:30:00;5.564,649;5.566,366;5.550,906;5.556,632;5.807.681.577,91;104.472
WDOFUT;28/12/2023;11:15:00;5.569,229;5.572,665;5.564,649;5.564,649;3.163.315.462,19;56.801
WDOFUT;28/12/2023;11:00:00;5.571,520;5.577,246;5.569,229;5.569,229;5.917.073.217,05;106.177
WDOFUT;28/12/2023;10:45:00;5.566,939;5.572,665;5.562,931;5.572,092;3.969.008.684,66;71.278
WDOFUT;28/12/2023;10:30:00;5.562,931;5.568,084;5.557,205;5.566,939;4.090.556.120,41;73.524
WDOFUT;28/12/2023;10:15:00;5.563,503;5.566,939;5.554,341;5.562,931;4.333.996.924,31;77.947
WDOFUT;28/12/2023;10:00:00;5.565,221;5.566,939;5.557,205;5.563,503;5.269.685.317,94;94.755
WDOFUT;28/12/2023;09:45:00;5.569,229;5.572,092;5.560,640;5.564,649;4.373.337.500,56;78.570
WDOFUT;28/12/2023;09:30:00;5.560,640;5.572,665;5.556,632;5.569,229;4.763.278.178,46;85.599
WDOFUT;28/12/2023;09:15:00;5.558,922;5.569,229;5.556,059;5.561,213;5.630.273.030,33;101.217
WDOFUT;28/12/2023;09:00:00;5.540,599;5.569,229;5.537,736;5.558,922;8.300.080.137,31;149.404
WDOFUT;27/12/2023;18:15:00;5.549,773;5.551,498;5.545,747;5.546,898;1.075.470.141,72;19.381
WDOFUT;27/12/2023;18:00:00;5.550,348;5.552,073;5.547,473;5.550,348;864.532.755,74;15.578
WDOFUT;27/12/2023;17:45:00;5.553,798;5.553,798;5.549,773;5.550,348;1.114.597.143,80;20.075
WDOFUT;27/12/2023;17:30:00;5.550,348;5.553,798;5.549,198;5.553,798;878.538.752,52;15.826
WDOFUT;27/12/2023;17:15:00;5.549,773;5.550,348;5.546,898;5.550,348;1.126.236.732,65;20.297
WDOFUT;27/12/2023;17:00:00;5.549,773;5.552,073;5.548,623;5.549,773;982.056.620,74;17.694
WDOFUT;27/12/2023;16:45:00;5.553,798;5.554,948;5.549,198;5.549,773;1.411.455.892,04;25.422
WDOFUT;27/12/2023;16:30:00;5.550,923;5.554,373;5.548,048;5.553,798;1.383.749.087,11;24.928
WDOFUT;27/12/2023;16:15:00;5.551,498;5.552,073;5.548,623;5.550,923;1.450.816.765,48;26.139
WDOFUT;27/12/2023;16:00:00;5.552,648;5.559,549;5.549,773;5.550,923;4.053.827.972,91;72.987
WDOFUT;27/12/2023;15:45:00;5.546,898;5.554,373;5.545,172;5.552,648;3.406.604.692,25;61.376
WDOFUT;27/12/2023;15:30:00;5.547,473;5.548,048;5.545,172;5.547,473;1.052.502.483,91;18.975
WDOFUT;27/12/2023;15:15:00;5.545,172;5.548,048;5.542,297;5.546,898;2.005.176.867,55;36.158
WDOFUT;27/12/2023;15:00:00;5.542,297;5.546,898;5.536,547;5.545,747;3.578.179.640,67;64.562
WDOFUT;27/12/2023;14:45:00;5.543,447;5.544,597;5.540,572;5.541,722;1.436.125.077,63;25.912
WDOFUT;27/12/2023;14:30:00;5.544,022;5.545,747;5.540,572;5.543,447;2.117.946.720,48;38.206
WDOFUT;27/12/2023;14:15:00;5.542,297;5.545,747;5.538,847;5.544,022;2.831.173.964,43;51.083
WDOFUT;27/12/2023;14:00:00;5.550,923;5.552,073;5.541,147;5.542,297;3.848.396.426,15;69.375
WDOFUT;27/12/2023;13:45:00;5.544,022;5.559,549;5.542,297;5.551,498;5.489.975.586,61;98.882
WDOFUT;27/12/2023;13:30:00;5.545,747;5.546,322;5.542,297;5.544,022;1.881.676.861,64;33.937
WDOFUT;27/12/2023;13:15:00;5.542,297;5.546,898;5.541,147;5.545,172;2.385.752.756,21;43.033
WDOFUT;27/12/2023;13:00:00;5.540,572;5.545,172;5.539,422;5.542,297;3.554.304.496,39;64.135
WDOFUT;27/12/2023;12:45:00;5.548,623;5.549,773;5.538,272;5.540,572;5.518.144.349,30;99.541
WDOFUT;27/12/2023;12:30:00;5.549,773;5.552,648;5.548,048;5.548,048;3.087.039.213,50;55.626
WDOFUT;27/12/2023;12:15:00;5.552,073;5.554,948;5.547,473;5.549,198;3.198.661.624,61;57.622
WDOFUT;27/12/2023;12:00:00;5.550,923;5.553,223;5.550,348;5.551,498;2.296.959.382,23;41.376
WDOFUT;27/12/2023;11:45:00;5.549,773;5.550,923;5.548,048;5.550,923;2.268.078.269,31;40.872
WDOFUT;27/12/2023;11:30:00;5.552,073;5.554,373;5.547,473;5.549,773;4.531.129.609,54;81.636
WDOFUT;27/12/2023;11:15:00;5.554,948;5.556,098;5.551,498;5.551,498;4.029.587.311,89;72.549
WDOFUT;27/12/2023;11:00:00;5.550,923;5.554,948;5.549,198;5.554,373;3.604.422.981,27;64.919
WDOFUT;27/12/2023;10:45:00;5.546,898;5.553,223;5.546,322;5.551,498;3.126.144.013,03;56.332
WDOFUT;27/12/2023;10:30:00;5.546,322;5.549,773;5.545,172;5.546,898;2.640.711.484,89;47.603
WDOFUT;27/12/2023;10:15:00;5.546,322;5.549,773;5.545,747;5.546,322;2.472.862.066,56;44.575
WDOFUT;27/12/2023;10:00:00;5.553,798;5.554,948;5.546,322;5.546,898;6.041.331.364,53;108.850
WDOFUT;27/12/2023;09:45:00;5.547,473;5.553,798;5.546,322;5.553,798;4.864.849.826,56;87.653
WDOFUT;27/12/2023;09:30:00;5.537,122;5.548,048;5.535,972;5.547,473;5.011.804.226,81;90.444
WDOFUT;27/12/2023;09:15:00;5.532,521;5.537,697;5.529,646;5.536,547;3.298.839.554,36;59.617
WDOFUT;27/12/2023;09:00:00;5.529,646;5.533,096;5.518,720;5.532,521;7.194.647.342,47;130.194
WDOFUT;26/12/2023;18:15:00;5.534,247;5.537,122;5.530,796;5.530,796;1.750.867.026,96;31.636
WDOFUT;26/12/2023;18:00:00;5.540,572;5.541,147;5.534,247;5.534,247;1.680.322.704,35;30.344
WDOFUT;26/12/2023;17:45:00;5.541,147;5.542,872;5.539,422;5.540,572;3.412.675.779,08;61.591
WDOFUT;26/12/2023;17:30:00;5.540,572;5.542,872;5.539,997;5.541,722;3.522.458.611,01;63.559
WDOFUT;26/12/2023;17:15:00;5.541,722;5.543,447;5.539,997;5.540,572;1.130.269.498,51;20.396
WDOFUT;26/12/2023;17:00:00;5.541,147;5.542,297;5.540,572;5.541,147;977.372.896,60;17.637
WDOFUT;26/12/2023;16:45:00;5.543,447;5.544,597;5.539,997;5.541,147;1.079.278.714,26;19.473
WDOFUT;26/12/2023;16:30:00;5.545,747;5.545,747;5.541,147;5.542,872;1.154.388.341,71;20.825
WDOFUT;26/12/2023;16:15:00;5.545,172;5.545,747;5.542,872;5.545,747;864.385.503,61;15.589
WDOFUT;26/12/2023;16:00:00;5.548,048;5.548,048;5.544,022;5.544,597;1.381.197.192,22;24.906
WDOFUT;26/12/2023;15:45:00;5.546,898;5.548,048;5.542,297;5.548,048;2.545.349.850,48;45.903
WDOFUT;26/12/2023;15:30:00;5.544,022;5.547,473;5.542,872;5.546,322;2.731.845.274,70;49.266
WDOFUT;26/12/2023;15:15:00;5.540,572;5.544,597;5.539,997;5.544,597;2.015.166.855,30;36.357
WDOFUT;26/12/2023;15:00:00;5.541,722;5.541,722;5.536,547;5.539,997;3.393.682.307,16;61.264
WDOFUT;26/12/2023;14:45:00;5.545,172;5.547,473;5.539,997;5.541,722;2.378.256.388,14;42.900
WDOFUT;26/12/2023;14:30:00;5.541,722;5.545,747;5.540,572;5.544,597;1.764.272.192,26;31.825
WDOFUT;26/12/2023;14:15:00;5.542,872;5.544,022;5.536,547;5.541,147;3.661.047.886,10;66.082
WDOFUT;26/12/2023;14:00:00;5.547,473;5.547,473;5.542,297;5.542,872;2.702.743.234,70;48.747
WDOFUT;26/12/2023;13:45:00;5.549,773;5.551,498;5.546,322;5.547,473;1.377.679.529,91;24.825
WDOFUT;26/12/2023;13:30:00;5.546,898;5.551,498;5.545,747;5.550,348;1.786.929.135,26;32.199
WDOFUT;26/12/2023;13:15:00;5.546,898;5.549,773;5.545,172;5.546,322;1.266.010.126,01;22.823
WDOFUT;26/12/2023;13:00:00;5.546,322;5.550,923;5.545,747;5.546,898;2.813.658.235,23;50.711
WDOFUT;26/12/2023;12:45:00;5.546,898;5.550,348;5.545,172;5.546,322;2.483.764.877,21;44.773
WDOFUT;26/12/2023;12:30:00;5.553,223;5.554,373;5.545,747;5.546,898;2.430.618.870,82;43.797
WDOFUT;26/12/2023;12:15:00;5.554,373;5.554,948;5.550,923;5.553,798;2.452.294.819,16;44.162
WDOFUT;26/12/2023;12:00:00;5.560,699;5.561,849;5.553,223;5.554,373;5.168.893.699,01;93.028
WDOFUT;26/12/2023;11:45:00;5.565,874;5.567,599;5.559,549;5.561,274;2.909.988.167,27;52.315
WDOFUT;26/12/2023;11:30:00;5.565,874;5.568,749;5.561,849;5.566,449;3.028.335.895,49;54.413
WDOFUT;26/12/2023;11:15:00;5.562,999;5.566,449;5.561,274;5.565,874;2.460.033.529,03;44.214
WDOFUT;26/12/2023;11:00:00;5.559,549;5.565,874;5.558,398;5.563,574;3.993.016.270,28;71.779
WDOFUT;26/12/2023;10:45:00;5.571,625;5.572,200;5.557,823;5.560,124;4.617.275.596,42;82.975
WDOFUT;26/12/2023;10:30:00;5.567,599;5.572,775;5.560,699;5.571,625;4.290.713.666,18;77.062
WDOFUT;26/12/2023;10:15:00;5.570,474;5.572,200;5.561,849;5.567,024;4.051.416.757,37;72.774
WDOFUT;26/12/2023;10:00:00;5.570,474;5.573,925;5.567,599;5.570,474;4.594.004.762,65;82.474
WDOFUT;26/12/2023;09:45:00;5.581,400;5.587,151;5.569,324;5.570,474;5.582.929.616,77;100.064
WDOFUT;26/12/2023;09:30:00;5.572,200;5.583,125;5.569,899;5.580,825;3.971.763.630,84;71.200
WDOFUT;26/12/2023;09:15:00;5.572,200;5.575,650;5.569,324;5.572,775;2.995.213.723,39;53.752
WDOFUT;26/12/2023;09:00:00;5.575,650;5.580,825;5.571,625;5.572,775;4.423.711.201,62;79.339
WDOFUT;22/12/2023;18:15:00;5.585,426;5.587,726;5.584,276;5.587,151;951.124.265,57;17.028
WDOFUT;22/12/2023;18:00:00;5.589,451;5.589,451;5.584,276;5.585,426;935.365.705,65;16.744
WDOFUT;22/12/2023;17:45:00;5.590,026;5.592,326;5.587,151;5.589,451;995.829.631,71;17.816
