Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINFUT;30/12/2021;165.274;167.301;165.243;166.319;427.548.144.329,09;12.849.042
WINFUT;29/12/2021;166.688;167.230;164.811;164.952;452.626.923.302,35;13.634.552
WINFUT;28/12/2021;168.259;168.361;165.942;166.468;451.354.937.451,13;13.534.152
WINFUT;27/12/2021;166.688;168.039;166.429;167.945;442.627.265.236,89;13.215.801
WINFUT;23/12/2021;168.228;168.487;165.902;165.902;453.241.987.551,29;13.574.050
WINFUT;22/12/2021;167.395;168.212;165.973;167.843;514.217.658.594,38;15.387.560
WINFUT;21/12/2021;168.738;169.013;167.057;167.536;556.823.673.127,36;16.589.166
WINFUT;20/12/2021;168.416;168.762;166.036;167.395;618.587.519.141,81;18.497.332
WINFUT;17/12/2021;171.982;172.030;169.532;170.451;643.217.628.321,61;18.817.623
WINFUT;16/12/2021;172.548;173.656;171.464;172.760;644.182.663.324,37;18.670.154
WINFUT;15/12/2021;170.301;171.472;168.377;171.362;654.575.575.420,70;19.259.075
WINFUT;14/12/2021;171.232;174.287;169.797;169.924;742.488.313.238,36;21.596.713
WINFUT;13/12/2021;173.163;174.878;171.201;171.998;621.751.039.289,85;17.977.715
WINFUT;10/12/2021;170.451;173.011;170.451;172.301;570.072.138.946,45;16.578.240
WINFUT;09/12/2021;171.408;171.775;169.023;169.749;628.164.588.541,65;18.437.385
WINFUT;08/12/2021;173.035;173.530;171.456;172.923;643.694.944.179,39;18.670.661
WINFUT;07/12/2021;173.139;173.857;171.177;172.285;706.049.914.559,34;20.459.255
WINFUT;06/12/2021;169.350;172.062;168.760;171.041;763.082.771.059,32;22.374.514
WINFUT;03/12/2021;166.519;170.897;165.833;168.536;818.622.226.490,70;24.316.471
WINFUT;02/12/2021;162.044;167.109;161.924;167.101;759.097.616.870,80;22.997.572
WINFUT;01/12/2021;164.652;166.598;160.800;160.800;816.023.396.805,76;24.841.580
WINFUT;30/11/2021;163.272;164.931;160.146;163.607;824.729.448.337,70;25.347.745
WINFUT;29/11/2021;165.290;166.726;164.118;164.820;732.775.850.221,71;22.143.364
WINFUT;26/11/2021;164.469;165.904;162.347;163.288;616.847.643.558,87;18.817.023
WINFUT;25/11/2021;167.101;170.491;166.822;169.789;558.861.693.290,06;16.528.755
WINFUT;24/11/2021;165.904;168.361;163.998;167.340;693.851.512.559,47;20.858.399
WINFUT;23/11/2021;163.831;166.798;162.937;166.702;782.435.387.306,86;23.745.698
WINFUT;22/11/2021;166.399;167.699;163.352;163.352;655.013.278.481,79;19.749.825
WINFUT;19/11/2021;164.349;166.694;163.751;165.266;607.869.834.852,60;18.367.110
WINFUT;18/11/2021;165.585;166.407;163.535;165.027;689.615.879.769,67;20.922.972
WINFUT;17/11/2021;167.181;169.358;164.174;165.426;726.829.481.328,46;21.798.650
WINFUT;16/11/2021;171.025;171.695;166.877;167.500;677.344.126.559,43;20.060.868
WINFUT;12/11/2021;173.083;173.362;169.573;170.594;663.303.867.866,58;19.371.992
WINFUT;11/11/2021;171.567;174.399;171.424;173.561;644.737.571.442,28;18.603.792
WINFUT;10/11/2021;168.680;172.397;167.914;170.594;722.668.784.655,51;21.199.739
WINFUT;09/11/2021;168.840;171.344;168.225;169.143;707.236.180.942,19;20.805.223
WINFUT;08/11/2021;167.260;169.853;166.447;168.449;669.931.191.434,57;19.899.104
WINFUT;05/11/2021;166.861;169.709;165.904;167.914;622.956.787.745,82;18.499.830
WINFUT;04/11/2021;171.488;171.528;165.139;165.952;734.390.725.448,60;21.900.062
WINFUT;03/11/2021;168.082;171.703;167.228;171.216;794.244.997.283,87;23.446.416
WINFUT;01/11/2021;168.026;170.578;167.611;169.095;675.390.004.174,25;19.957.874
WINFUT;29/10/2021;168.863;170.850;166.080;167.101;750.966.103.014,05;22.265.565
WINFUT;28/10/2021;171.448;172.588;167.220;168.249;767.717.117.755,44;22.504.620
