Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;30/12/2021;7.593,643;7.603,574;7.397,016;7.429,457;181.877.302.072,83;2.436.935
WDOFUT;29/12/2021;7.517,579;7.615,573;7.498,913;7.603,574;141.188.539.379,99;1.868.152
WDOFUT;28/12/2021;7.495,580;7.552,244;7.492,914;7.507,579;149.531.312.200,46;1.987.959
WDOFUT;27/12/2021;7.560,243;7.614,240;7.501,580;7.503,580;144.016.238.668,86;1.906.378
WDOFUT;23/12/2021;7.552,910;7.634,239;7.513,579;7.560,910;203.447.623.124,53;2.683.908
WDOFUT;22/12/2021;7.658,904;7.668,904;7.539,578;7.550,910;177.621.924.402,91;2.331.187
WDOFUT;21/12/2021;7.645,572;7.690,236;7.628,906;7.675,570;175.104.517.192,56;2.284.346
WDOFUT;20/12/2021;7.632,239;7.678,903;7.602,241;7.676,237;184.156.380.952,24;2.411.135
WDOFUT;17/12/2021;7.601,574;7.641,572;7.568,243;7.611,574;183.708.038.346,82;2.415.187
WDOFUT;16/12/2021;7.583,575;7.657,571;7.569,576;7.608,240;231.938.211.368,39;3.049.942
WDOFUT;15/12/2021;7.600,241;7.673,570;7.572,242;7.604,241;256.928.720.174,42;3.365.905
WDOFUT;14/12/2021;7.581,575;7.626,239;7.519,579;7.603,574;211.146.538.918,28;2.788.524
WDOFUT;13/12/2021;7.504,913;7.606,241;7.498,913;7.605,574;223.214.173.605,05;2.954.860
WDOFUT;10/12/2021;7.446,250;7.546,244;7.444,916;7.517,579;217.736.761.570,46;2.905.828
WDOFUT;09/12/2021;7.418,251;7.500,247;7.392,919;7.464,249;201.533.837.508,09;2.705.031
WDOFUT;08/12/2021;7.511,579;7.552,244;7.404,919;7.412,918;231.585.226.941,34;3.099.853
WDOFUT;07/12/2021;7.595,575;7.604,241;7.517,579;7.534,245;229.834.926.867,01;3.040.004
WDOFUT;06/12/2021;7.567,576;7.644,905;7.555,577;7.631,573;195.256.335.145,08;2.562.001
WDOFUT;03/12/2021;7.579,575;7.624,240;7.510,246;7.580,242;232.127.983.111,38;3.063.877
WDOFUT;02/12/2021;7.600,241;7.618,907;7.530,245;7.571,576;231.059.080.914,20;3.052.916
WDOFUT;01/12/2021;7.492,914;7.643,572;7.482,914;7.639,572;216.893.876.252,60;2.870.271
WDOFUT;30/11/2021;7.515,579;7.608,907;7.486,247;7.518,912;253.921.265.601,48;3.365.644
WDOFUT;29/11/2021;7.513,550;7.569,230;7.488,057;7.518,246;203.845.594.118,13;2.708.242
WDOFUT;26/11/2021;7.604,786;7.607,469;7.480,678;7.532,333;212.726.659.392,61;2.829.896
WDOFUT;25/11/2021;7.502,145;7.518,246;7.449,819;7.476,653;145.284.772.207,46;1.941.283
WDOFUT;24/11/2021;7.490,741;7.551,117;7.459,881;7.530,321;212.465.049.826,83;2.827.280
WDOFUT;23/11/2021;7.533,675;7.606,798;7.476,653;7.482,019;236.813.541.960,59;3.131.191
WDOFUT;22/11/2021;7.528,979;7.544,409;7.475,982;7.504,158;217.352.928.661,98;2.894.127
WDOFUT;19/11/2021;7.498,791;7.546,421;7.420,972;7.545,750;224.632.735.256,79;3.003.269
WDOFUT;18/11/2021;7.429,022;7.500,132;7.428,351;7.475,982;197.264.285.019,72;2.642.746
