Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;30/12/2019;18:00:00;5.421,611;5.424,977;5.416,899;5.418,919;576.761.913,62;10.640
WDOFUT;30/12/2019;17:40:00;5.411,514;5.424,304;5.410,841;5.422,285;802.869.487,88;14.819
WDOFUT;30/12/2019;17:20:00;5.407,475;5.414,207;5.406,129;5.410,841;543.396.177,06;10.044
WDOFUT;30/12/2019;17:00:00;5.408,148;5.410,168;5.404,109;5.407,475;889.531.757,51;16.452
WDOFUT;30/12/2019;16:40:00;5.407,475;5.410,168;5.405,456;5.407,475;860.741.163,53;15.917
WDOFUT;30/12/2019;16:20:00;5.417,572;5.417,572;5.405,456;5.407,475;1.018.340.687,31;18.819
WDOFUT;30/12/2019;16:00:00;5.416,226;5.420,265;5.412,860;5.416,899;639.129.090,59;11.799
WDOFUT;30/12/2019;15:40:00;5.419,592;5.421,611;5.413,533;5.416,226;1.015.453.972,09;18.743
WDOFUT;30/12/2019;15:20:00;5.416,226;5.419,592;5.413,533;5.419,592;771.727.554,39;14.248
WDOFUT;30/12/2019;15:00:00;5.412,187;5.416,899;5.410,168;5.416,226;991.952.579,36;18.325
WDOFUT;30/12/2019;14:40:00;5.412,860;5.414,207;5.410,841;5.411,514;500.092.210,88;9.239
WDOFUT;30/12/2019;14:20:00;5.410,841;5.416,899;5.408,821;5.412,187;898.851.429,33;16.605
WDOFUT;30/12/2019;14:00:00;5.413,533;5.416,899;5.408,821;5.410,841;990.494.230,53;18.298
WDOFUT;30/12/2019;13:40:00;5.416,899;5.418,246;5.403,436;5.412,860;2.176.302.683,02;40.232
WDOFUT;30/12/2019;13:20:00;5.417,572;5.418,246;5.413,533;5.416,899;652.824.852,29;12.054
WDOFUT;30/12/2019;13:00:00;5.422,958;5.422,958;5.414,880;5.417,572;1.400.098.711,35;25.844
WDOFUT;30/12/2019;12:40:00;5.424,304;5.424,977;5.419,592;5.422,958;879.507.572,41;16.220
WDOFUT;30/12/2019;12:20:00;5.425,650;5.427,670;5.420,938;5.424,977;1.057.466.290,18;19.495
WDOFUT;30/12/2019;12:00:00;5.437,767;5.437,767;5.420,265;5.425,650;3.187.097.589,97;58.712
WDOFUT;30/12/2019;11:40:00;5.443,826;5.449,884;5.436,421;5.437,767;1.686.590.407,58;30.975
WDOFUT;30/12/2019;11:20:00;5.442,479;5.445,172;5.440,460;5.443,826;572.780.873,01;10.524
WDOFUT;30/12/2019;11:00:00;5.441,133;5.446,518;5.439,113;5.442,479;2.017.161.736,04;37.059
WDOFUT;30/12/2019;10:40:00;5.439,787;5.442,479;5.437,767;5.441,133;1.140.129.458,39;20.956
WDOFUT;30/12/2019;10:20:00;5.436,421;5.444,499;5.436,421;5.440,460;1.131.837.657,84;20.801
WDOFUT;30/12/2019;10:00:00;5.434,401;5.440,460;5.433,728;5.437,094;1.340.417.581,32;24.654
WDOFUT;30/12/2019;09:40:00;5.432,382;5.437,094;5.431,036;5.435,075;997.775.843,65;18.360
WDOFUT;30/12/2019;09:20:00;5.436,421;5.439,113;5.430,362;5.432,382;1.537.912.349,25;28.299
WDOFUT;30/12/2019;09:00:00;5.439,787;5.453,923;5.432,382;5.437,094;2.401.683.947,15;44.140
WDOFUT;27/12/2019;18:00:00;5.457,295;5.459,318;5.453,923;5.453,923;556.745.474,51;10.204
WDOFUT;27/12/2019;17:40:00;5.457,969;5.461,341;5.455,946;5.457,295;854.382.516,88;15.652
WDOFUT;27/12/2019;17:20:00;5.462,016;5.462,690;5.457,295;5.457,969;766.435.248,21;14.036
WDOFUT;27/12/2019;17:00:00;5.461,341;5.462,690;5.458,644;5.462,016;540.506.751,19;9.898
WDOFUT;27/12/2019;16:40:00;5.459,993;5.462,016;5.457,969;5.460,667;964.030.045,83;17.657
WDOFUT;27/12/2019;16:20:00;5.462,690;5.464,039;5.459,318;5.459,993;939.079.019,54;17.196
WDOFUT;27/12/2019;16:00:00;5.455,272;5.463,365;5.454,597;5.462,016;1.672.703.253,04;30.635
WDOFUT;27/12/2019;15:40:00;5.455,946;5.458,644;5.453,249;5.454,597;1.468.787.758,69;26.921
WDOFUT;27/12/2019;15:20:00;5.460,667;5.461,341;5.455,946;5.456,621;1.078.138.367,13;19.751
WDOFUT;27/12/2019;15:00:00;5.460,667;5.462,690;5.457,969;5.460,667;938.110.302,48;17.182
WDOFUT;27/12/2019;14:40:00;5.462,690;5.467,411;5.459,993;5.460,667;1.495.910.791,07;27.382
WDOFUT;27/12/2019;14:20:00;5.459,318;5.465,388;5.459,318;5.462,016;1.251.526.136,63;22.910
WDOFUT;27/12/2019;14:00:00;5.463,365;5.466,062;5.457,969;5.459,993;1.288.768.128,18;23.595
WDOFUT;27/12/2019;13:40:00;5.461,341;5.464,713;5.455,946;5.463,365;1.539.037.995,04;28.189
WDOFUT;27/12/2019;13:20:00;5.462,690;5.465,388;5.459,993;5.462,016;1.390.836.761,23;25.460
WDOFUT;27/12/2019;13:00:00;5.469,434;5.469,434;5.457,969;5.463,365;2.094.679.304,76;38.338
WDOFUT;27/12/2019;12:40:00;5.469,434;5.472,132;5.465,388;5.468,760;1.287.703.611,72;23.547
WDOFUT;27/12/2019;12:20:00;5.470,109;5.473,481;5.467,411;5.469,434;1.412.385.205,93;25.820
WDOFUT;27/12/2019;12:00:00;5.472,132;5.474,155;5.465,388;5.470,109;1.701.000.055,69;31.101
WDOFUT;27/12/2019;11:40:00;5.472,806;5.475,504;5.468,085;5.472,806;1.557.580.530,40;28.466
WDOFUT;27/12/2019;11:20:00;5.469,434;5.474,830;5.468,760;5.472,806;1.558.804.955,32;28.486
WDOFUT;27/12/2019;11:00:00;5.473,481;5.476,853;5.468,760;5.469,434;1.836.583.540,72;33.563
WDOFUT;27/12/2019;10:40:00;5.468,085;5.474,830;5.462,016;5.472,806;2.855.292.235,67;52.214
WDOFUT;27/12/2019;10:20:00;5.460,667;5.468,760;5.458,644;5.468,760;2.488.195.772,40;45.540
WDOFUT;27/12/2019;10:00:00;5.457,295;5.464,713;5.455,946;5.459,993;2.650.614.163,25;48.542
WDOFUT;27/12/2019;09:40:00;5.462,690;5.466,062;5.453,923;5.456,621;3.406.834.005,46;62.405
WDOFUT;27/12/2019;09:20:00;5.449,876;5.464,713;5.447,853;5.463,365;3.183.762.529,12;58.348
WDOFUT;27/12/2019;09:00:00;5.457,969;5.459,318;5.441,784;5.449,202;4.371.513.632,59;80.220
WDOFUT;26/12/2019;18:00:00;5.466,737;5.470,783;5.463,365;5.470,783;605.298.613,55;11.073
WDOFUT;26/12/2019;17:40:00;5.467,411;5.468,760;5.461,341;5.466,737;1.786.782.257,91;32.699
WDOFUT;26/12/2019;17:20:00;5.475,504;5.476,178;5.466,062;5.467,411;1.742.068.074,99;31.849
WDOFUT;26/12/2019;17:00:00;5.476,853;5.478,876;5.472,806;5.476,178;992.193.781,39;18.120
WDOFUT;26/12/2019;16:40:00;5.479,550;5.480,225;5.475,504;5.477,527;1.250.298.096,90;22.824
WDOFUT;26/12/2019;16:20:00;5.478,876;5.480,899;5.476,853;5.479,550;732.442.168,04;13.368
WDOFUT;26/12/2019;16:00:00;5.477,527;5.480,225;5.476,853;5.479,550;915.563.183,58;16.711
WDOFUT;26/12/2019;15:40:00;5.478,202;5.480,225;5.475,504;5.477,527;1.141.241.239,87;20.835
WDOFUT;26/12/2019;15:20:00;5.475,504;5.478,876;5.474,830;5.477,527;825.904.035,95;15.079
WDOFUT;26/12/2019;15:00:00;5.475,504;5.477,527;5.470,783;5.475,504;1.290.415.473,22;23.573
WDOFUT;26/12/2019;14:40:00;5.474,830;5.476,178;5.474,155;5.474,830;649.769.342,57;11.867
WDOFUT;26/12/2019;14:20:00;5.476,853;5.477,527;5.472,132;5.474,155;1.211.312.515,79;22.128
WDOFUT;26/12/2019;14:00:00;5.477,527;5.480,225;5.474,155;5.476,178;933.335.108,70;17.042
WDOFUT;26/12/2019;13:40:00;5.476,853;5.481,574;5.476,178;5.476,853;1.251.983.525,65;22.851
WDOFUT;26/12/2019;13:20:00;5.476,178;5.478,202;5.474,155;5.476,853;953.301.767,40;17.408
WDOFUT;26/12/2019;13:00:00;5.476,178;5.480,899;5.474,830;5.476,853;1.424.746.902,92;26.009
WDOFUT;26/12/2019;12:40:00;5.471,457;5.477,527;5.471,457;5.476,178;1.219.168.680,32;22.269
WDOFUT;26/12/2019;12:20:00;5.469,434;5.472,806;5.467,411;5.471,457;967.358.557,38;17.684
WDOFUT;26/12/2019;12:00:00;5.472,132;5.476,853;5.466,062;5.468,760;2.334.376.262,88;42.666
WDOFUT;26/12/2019;11:40:00;5.472,132;5.476,178;5.468,760;5.471,457;1.695.861.741,38;30.990
