Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;30/12/2019;5.439,787;5.453,923;5.403,436;5.418,919;32.678.929.807,52;602.273
WDOFUT;27/12/2019;5.457,969;5.476,853;5.441,784;5.453,923;47.149.948.092,68;863.258
WDOFUT;26/12/2019;5.497,085;5.507,875;5.457,295;5.470,783;46.424.896.263,32;848.194
WDOFUT;23/12/2019;5.518,666;5.525,410;5.473,481;5.507,875;55.297.080.920,60;1.005.850
WDOFUT;20/12/2019;5.491,015;5.536,200;5.474,830;5.536,200;64.528.982.189,49;1.172.546
WDOFUT;19/12/2019;5.484,271;5.491,690;5.465,388;5.491,015;57.747.110.731,24;1.054.031
WDOFUT;18/12/2019;5.492,364;5.498,434;5.457,295;5.481,574;57.747.110.731,24;1.054.031
WDOFUT;17/12/2019;5.478,876;5.501,131;5.464,713;5.488,992;69.158.091.797,17;1.261.113
WDOFUT;16/12/2019;5.534,177;5.536,200;5.470,783;5.479,550;73.676.989.856,52;1.340.652
WDOFUT;13/12/2019;5.509,899;5.557,107;5.498,434;5.544,968;91.003.325.266,37;1.646.451
WDOFUT;12/12/2019;5.553,061;5.575,990;5.509,224;5.520,015;94.120.271.561,31;1.697.834
WDOFUT;11/12/2019;5.589,479;5.592,851;5.546,317;5.566,549;88.920.274.154,19;1.598.418
WDOFUT;10/12/2019;5.586,107;5.604,315;5.579,362;5.598,246;63.794.305.686,74;1.140.533
WDOFUT;09/12/2019;5.595,548;5.617,129;5.568,572;5.591,502;73.367.884.840,26;1.311.717
WDOFUT;06/12/2019;5.644,780;5.663,663;5.582,734;5.591,502;82.681.497.784,39;1.468.968
WDOFUT;05/12/2019;5.673,779;5.702,779;5.640,059;5.650,175;91.130.133.904,01;1.605.962
WDOFUT;04/12/2019;5.662,989;5.685,919;5.648,826;5.682,547;75.666.907.752,42;1.336.021
WDOFUT;03/12/2019;5.687,942;5.691,988;5.653,547;5.681,198;91.572.542.386,31;1.614.166
WDOFUT;02/12/2019;5.743,243;5.745,941;5.684,570;5.705,476;71.961.089.429,86;1.260.968
WDOFUT;29/11/2019;5.670,407;5.735,150;5.650,175;5.723,685;82.423.243.298,86;1.444.878
WDOFUT;28/11/2019;5.747,452;5.758,939;5.657,585;5.662,314;64.272.400.954,31;1.121.800
WDOFUT;27/11/2019;5.714,343;5.772,453;5.713,667;5.762,993;88.392.842.342,05;1.537.236
WDOFUT;26/11/2019;5.740,695;5.781,237;5.715,019;5.721,100;110.115.724.777,16;1.914.798
WDOFUT;25/11/2019;5.670,423;5.721,100;5.662,990;5.715,019;79.323.221.497,64;1.393.497
WDOFUT;22/11/2019;5.672,450;5.680,558;5.642,719;5.675,828;76.026.675.039,20;1.343.409
WDOFUT;21/11/2019;5.683,937;5.711,640;5.658,260;5.672,450;100.623.099.077,97;1.770.544
WDOFUT;19/11/2019;5.691,369;5.706,910;5.662,990;5.673,126;86.842.543.362,33;1.526.991
WDOFUT;18/11/2019;5.648,801;5.709,613;5.640,017;5.708,937;70.586.221.340,99;1.245.373
WDOFUT;14/11/2019;5.646,098;5.681,234;5.632,584;5.675,153;78.879.983.024,43;1.393.507
WDOFUT;13/11/2019;5.648,801;5.669,071;5.631,908;5.644,746;86.277.163.658,67;1.526.485
WDOFUT;12/11/2019;5.608,935;5.665,693;5.605,556;5.640,692;86.784.541.978,29;1.538.967
WDOFUT;11/11/2019;5.628,530;5.644,071;5.596,096;5.620,421;72.697.714.323,97;1.293.804
WDOFUT;08/11/2019;5.571,771;5.643,395;5.559,609;5.634,611;89.711.208.213,23;1.601.343
WDOFUT;07/11/2019;5.485,958;5.553,528;5.470,417;5.549,474;102.857.120.599,12;1.861.653
WDOFUT;06/11/2019;5.404,875;5.532,581;5.381,901;5.522,446;99.177.259.927,55;1.813.447
WDOFUT;05/11/2019;5.415,010;5.446,092;5.392,037;5.405,551;79.937.549.017,55;1.475.739
WDOFUT;04/11/2019;5.385,280;5.440,687;5.381,226;5.431,903;66.338.050.582,90;1.226.207
WDOFUT;01/11/2019;5.422,443;5.428,524;5.373,793;5.401,497;75.597.012.045,92;1.400.944
WDOFUT;31/10/2019;5.380,550;5.465,688;5.367,712;5.437,984;89.074.569.863,62;1.642.436
WDOFUT;30/10/2019;5.423,154;5.459,715;5.391,333;5.405,551;89.988.979.924,48;1.655.671
WDOFUT;29/10/2019;5.408,259;5.425,185;5.394,718;5.415,706;69.678.071.904,10;1.287.704
WDOFUT;28/10/2019;5.425,862;5.431,279;5.381,177;5.405,551;60.146.084.014,36;1.114.063
WDOFUT;25/10/2019;5.452,267;5.463,777;5.408,259;5.423,831;68.533.388.662,02;1.260.731
WDOFUT;24/10/2019;5.459,715;5.480,026;5.417,061;5.472,579;80.407.040.480,26;1.476.362
WDOFUT;23/10/2019;5.533,513;5.545,023;5.459,038;5.465,808;77.870.070.583,48;1.414.235
WDOFUT;22/10/2019;5.593,093;5.594,447;5.504,400;5.530,128;80.467.520.482,30;1.452.826
WDOFUT;21/10/2019;5.582,937;5.627,622;5.580,229;5.597,155;63.174.228.299,81;1.127.232
WDOFUT;18/10/2019;5.635,747;5.643,872;5.572,105;5.575,490;74.913.219.811,89;1.336.590
WDOFUT;17/10/2019;5.618,144;5.668,245;5.595,124;5.643,872;85.019.375.825,36;1.510.251
WDOFUT;16/10/2019;5.658,767;5.675,693;5.622,206;5.628,300;66.222.587.923,33;1.171.763
WDOFUT;15/10/2019;5.589,708;5.669,599;5.588,354;5.666,891;66.057.312.497,74;1.174.295
WDOFUT;14/10/2019;5.574,813;5.610,019;5.570,750;5.594,447;51.040.147.438,34;912.424
