Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINFUT;30/12/2019;18:00:00;195.021;195.113;194.659;194.659;3.286.310.234,17;84.315
WINFUT;30/12/2019;17:00:00;196.004;196.131;194.836;195.004;19.431.950.317,79;496.670
WINFUT;30/12/2019;16:00:00;196.206;196.240;195.904;196.004;15.225.158.786,47;388.273
WINFUT;30/12/2019;15:00:00;196.147;196.332;195.601;196.206;24.556.981.439,40;626.478
WINFUT;30/12/2019;14:00:00;196.181;196.374;195.752;196.147;24.763.360.370,76;631.524
WINFUT;30/12/2019;13:00:00;196.551;196.820;196.030;196.181;24.738.944.912,53;629.649
WINFUT;30/12/2019;12:00:00;197.148;197.223;196.240;196.559;34.359.643.230,74;873.597
WINFUT;30/12/2019;11:00:00;197.795;197.879;196.879;197.148;37.907.022.357,08;960.067
WINFUT;30/12/2019;10:00:00;197.123;197.938;196.854;197.787;41.365.848.163,22;1.047.569
WINFUT;30/12/2019;09:00:00;196.660;197.484;196.618;197.123;19.840.421.596,97;502.972
WINFUT;27/12/2019;18:00:00;196.492;196.786;196.450;196.526;2.529.673.735,51;64.327
WINFUT;27/12/2019;17:00:00;196.601;197.047;196.139;196.500;26.364.862.929,33;670.689
WINFUT;27/12/2019;16:00:00;196.383;196.854;195.988;196.593;26.125.732.224,42;665.087
WINFUT;27/12/2019;15:00:00;196.870;196.963;196.189;196.374;22.367.828.037,08;568.877
WINFUT;27/12/2019;14:00:00;197.139;197.551;196.660;196.879;23.067.903.043,22;585.038
WINFUT;27/12/2019;13:00:00;196.677;197.719;196.669;197.131;32.519.703.535,67;824.326
WINFUT;27/12/2019;12:00:00;197.223;197.333;196.542;196.669;28.793.943.886,62;730.854
WINFUT;27/12/2019;11:00:00;197.652;198.190;197.148;197.223;39.796.756.708,21;1.006.462
WINFUT;27/12/2019;10:00:00;199.123;199.149;197.282;197.652;56.979.580.140,87;1.436.962
WINFUT;27/12/2019;09:00:00;198.073;199.367;198.073;199.123;30.608.684.511,21;769.155
WINFUT;26/12/2019;18:00:00;198.232;198.241;197.904;197.904;2.595.568.541,22;65.508
WINFUT;26/12/2019;17:00:00;198.047;198.283;197.930;198.224;19.777.193.093,00;499.095
WINFUT;26/12/2019;16:00:00;197.316;198.115;197.249;198.039;30.673.540.794,47;775.749
WINFUT;26/12/2019;15:00:00;196.912;197.383;196.753;197.316;25.915.604.365,64;657.731
WINFUT;26/12/2019;14:00:00;196.887;196.996;196.711;196.921;16.993.053.892,51;431.595
WINFUT;26/12/2019;13:00:00;196.879;196.996;196.854;196.887;9.717.287.433,47;246.756
WINFUT;26/12/2019;12:00:00;196.458;197.013;196.458;196.887;18.577.660.985,06;472.073
WINFUT;26/12/2019;11:00:00;196.425;196.643;196.290;196.467;20.778.486.308,32;528.761
WINFUT;26/12/2019;10:00:00;195.845;196.559;195.441;196.433;33.250.838.444,08;848.152
WINFUT;26/12/2019;09:00:00;196.021;196.088;195.626;195.836;14.483.729.688,60;369.891
WINFUT;23/12/2019;18:00:00;195.685;195.786;195.525;195.685;2.307.479.127,35;58.976
WINFUT;23/12/2019;17:00:00;194.903;195.735;194.853;195.693;23.229.256.513,34;594.780
WINFUT;23/12/2019;16:00:00;194.600;194.903;194.567;194.895;13.555.504.306,34;348.034
WINFUT;23/12/2019;15:00:00;194.533;194.693;194.500;194.600;13.099.670.044,46;336.604
WINFUT;23/12/2019;14:00:00;194.600;194.617;194.441;194.533;11.863.456.604,17;304.922
