Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;30/12/2019;18:00:00;5.421,611;5.424,977;5.416,899;5.418,919;576.761.913,62;10.640
WDOFUT;30/12/2019;17:00:00;5.408,148;5.424,304;5.404,109;5.422,285;2.235.797.422,45;41.315
WDOFUT;30/12/2019;16:00:00;5.416,226;5.420,265;5.405,456;5.407,475;2.518.210.941,43;46.535
WDOFUT;30/12/2019;15:00:00;5.412,187;5.421,611;5.410,168;5.416,226;2.779.134.105,83;51.316
WDOFUT;30/12/2019;14:00:00;5.413,533;5.416,899;5.408,821;5.411,514;2.389.437.870,74;44.142
WDOFUT;30/12/2019;13:00:00;5.422,958;5.422,958;5.403,436;5.412,860;4.229.226.246,66;78.130
WDOFUT;30/12/2019;12:00:00;5.437,767;5.437,767;5.419,592;5.422,958;5.124.071.452,56;94.427
WDOFUT;30/12/2019;11:00:00;5.441,133;5.449,884;5.436,421;5.437,767;4.276.533.016,63;78.558
WDOFUT;30/12/2019;10:00:00;5.434,401;5.444,499;5.433,728;5.441,133;3.612.384.697,55;66.411
WDOFUT;30/12/2019;09:00:00;5.439,787;5.453,923;5.430,362;5.435,075;4.937.372.140,06;90.799
WDOFUT;27/12/2019;18:00:00;5.457,295;5.459,318;5.453,923;5.453,923;556.745.474,51;10.204
WDOFUT;27/12/2019;17:00:00;5.461,341;5.462,690;5.455,946;5.457,295;2.161.324.516,27;39.586
WDOFUT;27/12/2019;16:00:00;5.455,272;5.464,039;5.454,597;5.460,667;3.575.812.318,41;65.488
WDOFUT;27/12/2019;15:00:00;5.460,667;5.462,690;5.453,249;5.454,597;3.485.036.428,30;63.854
WDOFUT;27/12/2019;14:00:00;5.463,365;5.467,411;5.457,969;5.460,667;4.036.205.055,88;73.887
WDOFUT;27/12/2019;13:00:00;5.469,434;5.469,434;5.455,946;5.463,365;5.024.554.061,03;91.987
WDOFUT;27/12/2019;12:00:00;5.472,132;5.474,155;5.465,388;5.468,760;4.401.088.873,34;80.468
WDOFUT;27/12/2019;11:00:00;5.473,481;5.476,853;5.468,085;5.472,806;4.952.969.026,44;90.515
WDOFUT;27/12/2019;10:00:00;5.457,295;5.474,830;5.455,946;5.472,806;7.994.102.171,33;146.296
WDOFUT;27/12/2019;09:00:00;5.457,969;5.466,062;5.441,784;5.456,621;10.962.110.167,17;200.973
WDOFUT;26/12/2019;18:00:00;5.466,737;5.470,783;5.463,365;5.470,783;605.298.613,55;11.073
WDOFUT;26/12/2019;17:00:00;5.476,853;5.478,876;5.461,341;5.466,737;4.521.044.114,28;82.668
WDOFUT;26/12/2019;16:00:00;5.477,527;5.480,899;5.475,504;5.477,527;2.898.303.448,52;52.903
WDOFUT;26/12/2019;15:00:00;5.475,504;5.480,225;5.470,783;5.477,527;3.257.560.749,04;59.487
WDOFUT;26/12/2019;14:00:00;5.477,527;5.480,225;5.472,132;5.474,830;2.794.416.967,07;51.037
WDOFUT;26/12/2019;13:00:00;5.476,178;5.481,574;5.474,155;5.476,853;3.630.032.195,97;66.268
WDOFUT;26/12/2019;12:00:00;5.472,132;5.477,527;5.466,062;5.476,178;4.520.903.500,59;82.619
WDOFUT;26/12/2019;11:00:00;5.474,830;5.485,620;5.468,760;5.471,457;7.894.899.602,76;144.139
WDOFUT;26/12/2019;10:00:00;5.460,667;5.475,504;5.459,993;5.474,155;6.014.445.109,43;109.974
WDOFUT;26/12/2019;09:00:00;5.497,085;5.507,875;5.457,295;5.461,341;10.287.991.962,12;188.026
WDOFUT;23/12/2019;18:00:00;5.501,806;5.511,247;5.501,131;5.507,875;648.062.076,54;11.771
WDOFUT;23/12/2019;17:00:00;5.505,178;5.507,201;5.498,434;5.502,480;2.777.955.750,39;50.485
WDOFUT;23/12/2019;16:00:00;5.499,108;5.506,527;5.495,736;5.504,503;3.114.892.458,31;56.625
WDOFUT;23/12/2019;15:00:00;5.482,248;5.507,875;5.480,899;5.499,108;8.141.551.199,45;148.130
WDOFUT;23/12/2019;14:00:00;5.480,225;5.484,946;5.474,155;5.482,248;4.555.777.705,94;83.125
WDOFUT;23/12/2019;13:00:00;5.476,178;5.482,922;5.474,830;5.480,899;3.321.207.382,00;60.604
WDOFUT;23/12/2019;12:00:00;5.497,759;5.499,783;5.473,481;5.476,853;8.943.697.611,33;163.064
WDOFUT;23/12/2019;11:00:00;5.504,503;5.507,875;5.492,364;5.497,759;7.479.759.709,93;136.047
WDOFUT;23/12/2019;10:00:00;5.510,573;5.512,596;5.503,155;5.504,503;5.324.746.010,34;96.673
WDOFUT;23/12/2019;09:00:00;5.518,666;5.525,410;5.503,155;5.510,573;10.989.431.016,38;199.326
WDOFUT;20/12/2019;18:00:00;5.528,108;5.536,200;5.526,084;5.536,200;975.069.151,33;17.632
WDOFUT;20/12/2019;17:00:00;5.524,061;5.530,131;5.522,038;5.527,433;3.704.671.737,62;67.038
WDOFUT;20/12/2019;16:00:00;5.520,689;5.529,456;5.517,992;5.524,061;5.485.437.165,99;99.298
WDOFUT;20/12/2019;15:00:00;5.508,550;5.522,038;5.508,550;5.520,689;4.698.306.859,93;85.162
WDOFUT;20/12/2019;14:00:00;5.512,596;5.515,968;5.506,527;5.509,224;3.757.023.820,24;68.171
WDOFUT;20/12/2019;13:00:00;5.502,480;5.512,596;5.498,434;5.511,922;5.685.116.802,69;103.294
WDOFUT;20/12/2019;12:00:00;5.506,527;5.515,968;5.501,806;5.501,806;9.504.895.319,98;172.530
WDOFUT;20/12/2019;11:00:00;5.493,038;5.507,201;5.488,318;5.505,852;7.912.041.801,10;143.960
WDOFUT;20/12/2019;10:00:00;5.493,038;5.501,806;5.490,341;5.493,713;9.003.352.798,20;163.824
WDOFUT;20/12/2019;09:00:00;5.491,015;5.496,411;5.474,830;5.493,713;13.803.066.732,41;251.637
WDOFUT;19/12/2019;18:00:00;5.484,946;5.491,015;5.484,271;5.491,015;700.641.292,43;12.769
WDOFUT;19/12/2019;17:00:00;5.480,225;5.485,620;5.477,527;5.484,271;2.348.831.505,54;42.854
WDOFUT;19/12/2019;16:00:00;5.474,155;5.482,922;5.470,783;5.480,225;3.485.789.288,17;63.642
