Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;29/12/2025;5.545,500;5.608,000;5.452,000;5.456,000;369.374.140.090,00;6.679.855
WDOFUT;22/12/2025;5.538,500;5.614,000;5.523,000;5.545,500;398.779.530.060,00;7.168.737
WDOFUT;15/12/2025;5.420,000;5.571,500;5.399,000;5.555,000;781.368.308.690,00;14.208.357
WDOFUT;08/12/2025;5.451,500;5.522,000;5.399,000;5.433,000;811.834.863.180,00;14.874.004
WDOFUT;01/12/2025;5.371,500;5.514,500;5.318,500;5.466,000;717.933.329.805,00;13.344.852
WDOFUT;24/11/2025;5.408,000;5.415,500;5.330,500;5.371,500;583.858.971.240,00;10.857.579
WDOFUT;17/11/2025;5.317,000;5.443,000;5.308,500;5.416,500;497.796.339.700,00;9.287.612
WDOFUT;10/11/2025;5.340,000;5.347,000;5.286,000;5.313,000;603.647.627.580,00;11.364.168
WDOFUT;03/11/2025;5.409,500;5.443,500;5.352,000;5.354,500;625.491.426.790,00;11.595.611
WDOFUT;27/10/2025;5.372,500;5.434,500;5.338,000;5.414,000;618.237.004.515,00;11.487.174
WDOFUT;20/10/2025;5.429,500;5.429,500;5.372,000;5.395,500;579.044.920.305,00;10.724.768
WDOFUT;13/10/2025;5.520,000;5.543,000;5.421,000;5.425,000;755.173.145.370,00;13.778.250
WDOFUT;06/10/2025;5.382,000;5.560,000;5.342,000;5.559,500;813.726.555.095,00;15.049.226
WDOFUT;29/09/2025;5.345,000;5.413,000;5.306,500;5.378,000;692.020.110.190,00;12.907.276
WDOFUT;22/09/2025;5.335,000;5.377,000;5.284,500;5.354,500;701.238.447.335,00;13.138.603
WDOFUT;15/09/2025;5.369,500;5.371,500;5.284,500;5.346,000;644.437.286.670,00;12.100.164
WDOFUT;08/09/2025;5.439,000;5.478,500;5.363,500;5.370,500;648.618.936.735,00;11.946.768
WDOFUT;01/09/2025;5.463,500;5.539,000;5.415,000;5.444,000;647.873.154.300,00;11.823.645
WDOFUT;25/08/2025;5.438,500;5.483,000;5.398,500;5.467,000;640.411.512.690,00;11.780.627
WDOFUT;18/08/2025;5.422,000;5.525,000;5.422,000;5.437,500;724.594.775.270,00;13.231.174
WDOFUT;11/08/2025;5.470,000;5.487,500;5.404,000;5.414,000;640.272.331.475,00;11.779.558
WDOFUT;04/08/2025;5.572,000;5.583,000;5.445,000;5.462,000;704.805.969.280,00;12.791.386
WDOFUT;28/07/2025;5.592,500;5.669,500;5.536,000;5.581,000;857.935.683.485,00;15.311.781
WDOFUT;21/07/2025;5.610,000;5.626,500;5.520,500;5.568,000;669.466.635.075,00;12.033.916
WDOFUT;14/07/2025;5.591,500;5.629,000;5.539,500;5.592,500;825.557.268.520,00;14.776.239
WDOFUT;07/07/2025;5.474,000;5.658,000;5.467,000;5.590,500;845.046.386.490,00;15.249.769
WDOFUT;30/06/2025;5.525,500;5.547,500;5.437,500;5.455,500;665.365.735.675,00;12.141.747
WDOFUT;23/06/2025;5.545,500;5.579,000;5.411,500;5.482,000;799.568.514.285,00;14.494.467
WDOFUT;16/06/2025;5.543,000;5.553,500;5.480,000;5.527,000;585.378.307.570,00;10.623.561
WDOFUT;09/06/2025;5.596,500;5.624,500;5.542,500;5.569,000;708.413.564.605,00;12.703.632
WDOFUT;02/06/2025;5.737,500;5.745,000;5.585,000;5.592,000;771.522.741.315,00;13.621.702
WDOFUT;26/05/2025;5.650,000;5.777,500;5.640,000;5.769,000;691.428.714.625,00;12.155.668
WDOFUT;19/05/2025;5.676,500;5.783,500;5.604,500;5.659,500;861.275.716.905,00;15.175.510
WDOFUT;12/05/2025;5.700,000;5.733,000;5.604,500;5.688,000;827.077.860.760,00;14.582.876
WDOFUT;05/05/2025;5.691,500;5.795,500;5.664,500;5.679,000;762.822.003.505,00;13.323.909
WDOFUT;28/04/2025;5.700,000;5.727,000;5.614,000;5.695,000;618.604.035.355,00;10.900.129
WDOFUT;22/04/2025;5.804,000;5.810,500;5.664,000;5.691,500;629.861.514.620,00;11.033.051
WDOFUT;14/04/2025;5.859,500;5.929,000;5.807,000;5.824,000;630.869.689.450,00;10.741.709
WDOFUT;07/04/2025;5.905,000;6.117,500;5.833,000;5.881,000;1.224.608.452.960,00;20.593.891
WDOFUT;31/03/2025;5.797,000;5.884,500;5.619,500;5.883,000;913.407.495.105,00;15.912.413
WDOFUT;24/03/2025;5.722,500;5.784,000;5.684,500;5.759,500;756.826.830.010,00;13.179.101
WDOFUT;17/03/2025;5.756,000;5.761,000;5.645,500;5.738,500;738.564.686.345,00;12.956.500
WDOFUT;10/03/2025;5.818,000;5.899,000;5.732,000;5.766,000;798.031.862.180,00;13.698.674
WDOFUT;05/03/2025;5.871,500;5.873,500;5.762,000;5.814,500;459.942.246.070,00;7.929.403
WDOFUT;24/02/2025;5.724,000;5.951,000;5.712,500;5.912,000;923.620.459.745,00;15.905.036
WDOFUT;17/02/2025;5.724,500;5.743,000;5.686,000;5.739,000;727.772.846.120,00;12.734.913
WDOFUT;10/02/2025;5.831,500;5.846,000;5.705,000;5.718,000;809.734.310.185,00;14.002.237
WDOFUT;03/02/2025;5.897,000;5.935,000;5.758,000;5.830,500;931.234.662.910,00;15.990.921
WDOFUT;27/01/2025;5.950,500;5.962,000;5.842,000;5.872,500;912.454.511.780,00;15.493.876
WDOFUT;20/01/2025;6.080,000;6.100,000;5.875,000;5.918,000;925.005.241.375,00;15.464.120
WDOFUT;13/01/2025;6.149,500;6.159,000;6.011,000;6.085,000;909.252.500.715,00;14.967.112
WDOFUT;06/01/2025;6.176,500;6.183,500;6.055,000;6.128,500;906.856.424.655,00;14.799.439
WDOFUT;30/12/2024;6.240,000;6.277,500;6.166,500;6.213,500;511.779.282.635,00;8.233.767
WDOFUT;23/12/2024;6.123,000;6.218,000;6.113,000;6.198,500;486.855.816.795,00;7.876.625
WDOFUT;16/12/2024;6.078,500;6.324,500;6.032,500;6.100,500;1.410.746.302.340,00;22.952.330
WDOFUT;09/12/2024;6.092,000;6.104,000;5.877,000;6.048,500;1.096.724.109.375,00;18.190.752
WDOFUT;02/12/2024;6.026,000;6.113,000;5.975,500;6.101,500;985.435.348.705,00;16.264.592
WDOFUT;25/11/2024;5.790,000;6.138,000;5.779,000;6.008,000;1.038.396.963.690,00;17.565.267
WDOFUT;18/11/2024;5.785,000;5.840,500;5.744,000;5.810,000;661.422.596.745,00;11.409.000
WDOFUT;11/11/2024;5.787,000;5.839,000;5.733,500;5.789,500;730.743.087.125,00;12.618.690
WDOFUT;04/11/2024;5.852,500;5.875,000;5.645,000;5.757,000;1.063.865.743.750,00;18.469.972
WDOFUT;28/10/2024;5.705,000;5.904,500;5.687,500;5.895,000;869.191.139.050,00;15.058.584
WDOFUT;21/10/2024;5.711,000;5.742,500;5.665,000;5.714,000;794.169.101.420,00;13.914.180
WDOFUT;14/10/2024;5.627,000;5.711,500;5.575,500;5.708,500;816.046.304.405,00;14.418.477
WDOFUT;07/10/2024;5.486,000;5.666,500;5.437,000;5.616,000;774.839.225.760,00;13.913.206
WDOFUT;30/09/2024;5.449,500;5.538,000;5.422,000;5.465,000;745.062.999.230,00;13.602.884
WDOFUT;23/09/2024;5.573,000;5.603,500;5.406,500;5.428,000;738.067.588.300,00;13.474.170
WDOFUT;16/09/2024;5.572,500;5.590,000;5.401,500;5.519,000;843.224.835.375,00;15.379.651
WDOFUT;09/09/2024;5.600,000;5.688,000;5.554,000;5.574,500;815.709.008.950,00;14.484.133
WDOFUT;02/09/2024;5.642,500;5.677,500;5.543,000;5.614,000;815.122.021.170,00;14.486.252
WDOFUT;26/08/2024;5.496,500;5.709,500;5.474,500;5.629,500;913.808.497.920,00;16.391.257
WDOFUT;19/08/2024;5.480,000;5.614,000;5.384,000;5.484,500;956.403.762.835,00;17.400.839
WDOFUT;12/08/2024;5.519,500;5.535,500;5.436,500;5.484,500;855.583.267.155,00;15.599.334
WDOFUT;05/08/2024;5.880,000;5.883,000;5.504,000;5.521,000;1.089.371.013.340,00;19.260.121
WDOFUT;29/07/2024;5.666,500;5.811,500;5.610,000;5.749,000;1.061.952.176.550,00;18.660.068
WDOFUT;22/07/2024;5.600,000;5.699,500;5.542,000;5.669,000;931.658.143.865,00;16.572.037
WDOFUT;15/07/2024;5.465,000;5.621,500;5.415,000;5.619,000;791.473.715.775,00;14.383.918
WDOFUT;08/07/2024;5.470,000;5.509,000;5.383,000;5.440,500;744.656.943.380,00;13.676.173
WDOFUT;01/07/2024;5.600,000;5.717,000;5.471,500;5.474,000;932.189.917.895,00;16.667.513
WDOFUT;24/06/2024;5.433,000;5.618,500;5.378,000;5.611,000;865.296.732.195,00;15.744.487
WDOFUT;17/06/2024;5.380,000;5.487,500;5.378,000;5.438,000;765.980.835.195,00;14.090.177
WDOFUT;10/06/2024;5.356,000;5.438,500;5.325,500;5.382,500;844.518.883.235,00;15.693.005
WDOFUT;03/06/2024;5.267,500;5.374,500;5.227,000;5.365,500;833.303.526.440,00;15.770.343
WDOFUT;27/05/2024;5.160,000;5.271,500;5.135,000;5.261,000;484.703.408.915,00;9.325.685
WDOFUT;20/05/2024;5.108,000;5.176,500;5.087,000;5.172,000;627.148.608.810,00;12.214.655
WDOFUT;13/05/2024;5.155,000;5.175,000;5.105,000;5.105,000;593.618.290.040,00;11.550.363
WDOFUT;06/05/2024;5.075,000;5.187,500;5.059,500;5.173,500;608.469.135.280,00;11.877.975
WDOFUT;29/04/2024;5.110,000;5.222,000;5.057,500;5.088,000;557.080.050.755,00;10.860.904
WDOFUT;22/04/2024;5.212,000;5.222,000;5.110,000;5.125,000;662.985.775.000,00;12.846.675
WDOFUT;15/04/2024;5.117,000;5.299,500;5.112,500;5.212,000;900.794.661.865,00;17.201.600
WDOFUT;08/04/2024;5.082,000;5.157,500;5.007,000;5.127,500;667.309.035.215,00;13.134.220
WDOFUT;01/04/2024;5.024,500;5.105,000;5.018,500;5.080,000;695.995.290.460,00;13.744.661
WDOFUT;25/03/2024;4.993,500;5.040,000;4.963,000;5.037,000;447.873.733.630,00;8.971.582
WDOFUT;18/03/2024;4.993,000;5.057,000;4.955,500;5.004,000;618.593.029.310,00;12.357.242
WDOFUT;11/03/2024;4.990,000;5.007,000;4.958,000;5.003,500;564.232.138.015,00;11.317.412
WDOFUT;04/03/2024;4.965,000;5.000,000;4.941,000;4.990,000;474.130.217.735,00;9.552.328
WDOFUT;26/02/2024;4.986,000;5.013,000;4.928,500;4.968,000;595.025.362.330,00;11.968.563
WDOFUT;19/02/2024;4.974,000;4.999,500;4.922,000;4.999,000;543.647.588.305,00;10.971.598
WDOFUT;14/02/2024;4.979,000;4.995,000;4.964,000;4.974,000;265.087.809.955,00;5.325.538
WDOFUT;05/02/2024;4.989,000;5.029,000;4.959,000;4.963,000;578.442.132.090,00;11.600.977
WDOFUT;29/01/2024;4.919,500;4.988,000;4.908,000;4.984,000;711.514.916.655,00;14.364.371
WDOFUT;22/01/2024;4.931,500;5.007,000;4.905,500;4.920,000;646.993.813.905,00;13.078.527
WDOFUT;15/01/2024;4.850,000;4.965,000;4.850,000;4.938,500;612.024.566.645,00;12.420.544
WDOFUT;08/01/2024;4.894,500;4.924,000;4.842,000;4.865,500;580.394.426.855,00;11.863.148
WDOFUT;02/01/2024;4.884,000;4.958,500;4.866,000;4.890,000;502.680.585.090,00;10.212.409
