Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOJ26;30/12/2025;17:51:00;5.607,500;5.607,500;5.607,000;5.607,000;448.575,00;8
WDOJ26;30/12/2025;17:50:00;5.610,000;5.610,000;5.610,000;5.610,000;56.100,00;1
WDOJ26;30/12/2025;17:17:00;5.610,000;5.610,000;5.610,000;5.610,000;56.100,00;1
WDOJ26;30/12/2025;16:51:00;5.612,000;5.612,000;5.612,000;5.612,000;56.120,00;1
WDOJ26;30/12/2025;16:32:00;5.614,000;5.614,000;5.614,000;5.614,000;56.140,00;1
WDOJ26;30/12/2025;14:47:00;5.609,000;5.609,000;5.609,000;5.609,000;56.090,00;1
WDOJ26;30/12/2025;13:21:00;5.611,000;5.611,000;5.611,000;5.611,000;56.110,00;1
WDOJ26;30/12/2025;11:48:00;5.613,000;5.613,000;5.613,000;5.613,000;56.130,00;1
WDOJ26;30/12/2025;10:43:00;5.620,000;5.620,000;5.620,000;5.620,000;56.200,00;1
WDOJ26;30/12/2025;10:36:00;5.624,000;5.624,000;5.624,000;5.624,000;56.240,00;1
WDOJ26;30/12/2025;10:24:00;5.626,000;5.626,000;5.626,000;5.626,000;56.260,00;1
WDOJ26;30/12/2025;10:23:00;5.628,000;5.628,000;5.628,000;5.628,000;56.280,00;1
WDOJ26;30/12/2025;09:21:00;5.649,500;5.649,500;5.649,500;5.649,500;56.495,00;1
WDOJ26;30/12/2025;09:14:00;5.659,000;5.659,000;5.659,000;5.659,000;56.590,00;1
WDOJ26;30/12/2025;09:13:00;5.661,500;5.661,500;5.661,500;5.661,500;56.615,00;1
WDOJ26;30/12/2025;09:10:00;5.665,000;5.665,000;5.665,000;5.665,000;56.650,00;1
WDOJ26;30/12/2025;09:08:00;5.671,000;5.671,000;5.669,000;5.669,000;113.400,00;2
WDOJ26;30/12/2025;09:07:00;5.675,000;5.675,000;5.673,000;5.673,000;113.480,00;2
WDOJ26;30/12/2025;09:04:00;5.679,000;5.679,000;5.679,000;5.679,000;56.790,00;1
WDOJ26;30/12/2025;09:03:00;5.681,000;5.681,000;5.681,000;5.681,000;56.810,00;1
WDOJ26;29/12/2025;18:22:00;5.694,000;5.694,000;5.694,000;5.694,000;56.940,00;1
