Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;30/12/2025;5.685,139;5.689,197;5.592,821;5.598,908;137.724.142.392,20;2.448.079
WDOFUT;29/12/2025;5.670,213;5.711,623;5.667,656;5.697,820;116.611.314.091,26;2.046.905
WDOFUT;26/12/2025;5.674,814;5.695,264;5.647,207;5.670,213;104.773.695.995,93;1.847.215
WDOFUT;23/12/2025;5.714,180;5.729,006;5.647,207;5.652,830;131.859.818.050,82;2.316.234
WDOFUT;22/12/2025;5.663,055;5.740,253;5.649,252;5.724,404;171.114.155.801,17;3.005.288
WDOFUT;19/12/2025;5.659,476;5.685,550;5.631,869;5.679,926;144.289.711.796,59;2.550.784
WDOFUT;18/12/2025;5.643,117;5.696,797;5.637,493;5.658,965;175.283.184.213,33;3.095.246
WDOFUT;17/12/2025;5.640,049;5.669,701;5.622,156;5.658,965;173.986.051.831,18;3.080.919
WDOFUT;16/12/2025;5.560,806;5.665,100;5.554,671;5.652,830;180.516.286.750,71;3.228.804
WDOFUT;15/12/2025;5.541,890;5.566,430;5.520,418;5.555,694;124.865.240.395,53;2.252.604
WDOFUT;12/12/2025;5.551,604;5.568,475;5.520,418;5.555,183;152.120.095.502,07;2.742.931
WDOFUT;11/12/2025;5.623,178;5.623,689;5.539,334;5.553,649;150.090.092.133,24;2.695.334
WDOFUT;10/12/2025;5.572,054;5.639,027;5.564,896;5.620,622;155.333.805.805,50;2.768.373
WDOFUT;09/12/2025;5.571,542;5.646,184;5.568,475;5.582,279;184.884.855.592,37;3.300.957
WDOFUT;08/12/2025;5.574,099;5.618,577;5.535,755;5.580,234;187.663.341.790,02;3.366.409
WDOFUT;05/12/2025;5.447,310;5.638,515;5.445,776;5.588,925;270.954.798.227,94;4.891.361
WDOFUT;04/12/2025;5.456,001;5.467,249;5.438,108;5.461,114;115.414.647.620,25;2.116.923
WDOFUT;03/12/2025;5.470,316;5.475,940;5.449,866;5.461,625;118.038.508.450,40;2.160.841
WDOFUT;02/12/2025;5.509,171;5.517,862;5.480,541;5.482,075;112.772.387.162,48;2.051.098
WDOFUT;01/12/2025;5.492,299;5.521,440;5.482,586;5.507,126;116.898.567.479,17;2.124.629
WDOFUT;28/11/2025;5.509,171;5.517,350;5.482,075;5.492,299;113.317.629.189,54;2.061.537
WDOFUT;27/11/2025;5.496,271;5.517,371;5.486,493;5.514,283;71.273.507.578,60;1.294.297
WDOFUT;26/11/2025;5.542,588;5.550,307;5.487,522;5.491,639;131.306.183.134,12;2.378.873
WDOFUT;25/11/2025;5.549,793;5.573,980;5.515,312;5.542,588;164.307.369.404,67;2.964.495
WDOFUT;24/11/2025;5.566,261;5.573,466;5.544,132;5.552,366;119.989.584.862,60;2.158.377
WDOFUT;21/11/2025;5.519,429;5.602,285;5.517,371;5.575,010;170.674.628.264,80;3.069.380
WDOFUT;19/11/2025;5.492,668;5.516,342;5.488,551;5.494,727;111.710.270.830,65;2.029.863
WDOFUT;18/11/2025;5.507,593;5.515,312;5.483,920;5.495,756;118.275.621.556,25;2.151.036
WDOFUT;17/11/2025;5.472,598;5.505,020;5.463,849;5.500,388;111.703.435.229,72;2.037.333
WDOFUT;14/11/2025;5.480,832;5.489,581;5.443,778;5.468,481;140.945.328.550,42;2.577.801
