Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;28/12/2017;4.741,374;4.764,221;4.723,525;4.753,511;16.001.765.175,69;337.621
WDOFUT;27/12/2017;4.739,146;4.766,407;4.726,233;4.757,081;23.896.857.575,95;503.934
WDOFUT;26/12/2017;4.777,886;4.782,190;4.743,450;4.749,190;17.835.823.153,77;374.522
WDOFUT;22/12/2017;4.744,168;4.792,951;4.741,298;4.788,647;26.648.198.501,40;559.017
WDOFUT;21/12/2017;4.730,537;4.762,103;4.725,515;4.749,907;32.625.153.213,65;687.578
WDOFUT;20/12/2017;4.721,928;4.737,711;4.711,885;4.734,842;26.160.167.883,47;553.768
WDOFUT;19/12/2017;4.735,559;4.750,624;4.714,037;4.724,081;30.998.770.238,10;655.261
WDOFUT;18/12/2017;4.736,994;4.741,298;4.709,015;4.727,668;29.615.178.116,37;626.957
WDOFUT;15/12/2017;4.792,234;4.795,103;4.731,972;4.731,972;34.743.587.555,69;729.166
WDOFUT;14/12/2017;4.772,864;4.808,734;4.756,364;4.801,560;41.696.258.714,08;870.611
WDOFUT;13/12/2017;4.734,124;4.787,929;4.724,798;4.757,798;43.813.325.755,83;921.617
WDOFUT;12/12/2017;4.742,016;4.792,951;4.740,581;4.752,059;38.488.211.311,53;806.676
WDOFUT;11/12/2017;4.726,950;4.754,211;4.705,428;4.751,342;27.726.379.150,59;586.441
WDOFUT;08/12/2017;4.713,320;4.760,668;4.696,102;4.733,407;36.829.358.377,83;779.276
WDOFUT;07/12/2017;4.670,276;4.772,864;4.670,276;4.734,124;49.803.997.060,24;1.053.096
WDOFUT;06/12/2017;4.668,123;4.673,145;4.638,710;4.653,775;32.367.545.533,96;695.345
WDOFUT;05/12/2017;4.668,841;4.670,276;4.632,253;4.662,384;34.171.972.642,92;734.925
WDOFUT;04/12/2017;4.686,058;4.693,232;4.663,819;4.665,971;25.167.974.898,84;538.295
WDOFUT;01/12/2017;4.716,907;4.727,668;4.674,580;4.687,493;39.885.821.598,95;849.936
WDOFUT;30/11/2017;4.664,536;4.731,972;4.658,080;4.709,015;42.654.016.006,51;907.986
WDOFUT;29/11/2017;4.617,856;4.664,537;4.599,183;4.663,819;39.397.925.222,45;851.914
WDOFUT;28/11/2017;4.645,146;4.645,865;4.599,902;4.616,420;35.501.215.741,22;768.194
WDOFUT;27/11/2017;4.630,065;4.645,146;4.618,574;4.637,965;26.775.534.910,44;578.336
WDOFUT;24/11/2017;4.642,992;4.650,892;4.630,065;4.646,583;21.089.956.858,14;454.424
WDOFUT;23/11/2017;4.639,401;4.661,664;4.627,910;4.631,501;19.773.339.593,09;425.535
WDOFUT;22/11/2017;4.673,873;4.693,264;4.630,783;4.633,656;36.662.808.719,65;785.680
WDOFUT;21/11/2017;4.678,901;4.695,419;4.658,792;4.685,364;36.160.741.469,63;772.666
WDOFUT;17/11/2017;4.711,218;4.729,891;4.683,210;4.685,364;34.303.140.602,72;728.722
WDOFUT;16/11/2017;4.755,745;4.762,927;4.702,600;4.711,218;41.431.757.580,96;877.018
