Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINFUT;26/12/2017;75.790;76.970;75.560;76.785;42.423.331.890,00;2.772.595
WINFUT;18/12/2017;73.540;76.045;72.900;76.045;105.510.400.312,00;7.099.669
WINFUT;11/12/2017;73.015;76.000;71.760;73.065;146.110.010.450,00;9.949.718
WINFUT;04/12/2017;72.835;74.310;71.335;72.645;165.590.503.791,00;11.359.634
WINFUT;27/11/2017;74.275;75.220;71.265;72.340;146.927.870.142,00;10.041.212
WINFUT;21/11/2017;74.300;75.425;74.055;74.220;86.726.306.561,00;5.801.789
WINFUT;13/11/2017;72.600;73.985;71.010;73.700;108.759.120.924,00;7.489.072
WINFUT;06/11/2017;74.815;75.030;72.310;72.820;142.572.816.423,00;9.670.742
WINFUT;30/10/2017;76.300;76.390;73.555;74.450;113.173.922.742,00;7.541.793
WINFUT;23/10/2017;77.330;77.760;75.960;76.525;149.889.447.479,00;9.749.160
WINFUT;16/10/2017;77.330;77.755;76.030;77.000;104.478.478.235,00;6.788.678
WINFUT;09/10/2017;76.500;77.555;75.285;77.000;96.311.593.661,00;6.287.964
WINFUT;02/10/2017;74.845;78.270;74.050;76.170;139.942.679.511,00;9.176.534
WINFUT;25/09/2017;75.610;75.785;73.405;74.605;120.697.041.566,00;8.098.346
WINFUT;18/09/2017;76.295;76.915;75.400;75.615;122.498.869.044,00;8.039.796
WINFUT;11/09/2017;74.145;76.385;74.115;76.365;113.543.742.673,00;7.542.168
WINFUT;04/09/2017;72.300;74.530;72.255;73.750;70.753.549.239,00;4.818.222
WINFUT;28/08/2017;71.755;72.930;71.120;72.670;72.604.354.030,00;5.051.590
WINFUT;21/08/2017;69.850;72.315;69.320;71.865;78.700.934.056,00;5.537.601
WINFUT;14/08/2017;67.360;69.865;67.210;69.645;86.435.864.687,00;6.269.913
WINFUT;07/08/2017;67.045;68.650;66.355;66.830;80.491.631.391,00;5.958.851
WINFUT;31/07/2017;66.200;67.545;65.905;66.900;63.096.638.482,00;4.720.921
WINFUT;24/07/2017;65.055;66.225;65.025;65.870;59.850.991.135,00;4.561.335
WINFUT;17/07/2017;66.060;66.170;65.015;65.055;54.347.491.822,00;4.144.042
WINFUT;10/07/2017;63.080;66.180;63.000;66.035;60.371.418.454,00;4.660.563
WINFUT;03/07/2017;63.750;64.115;62.615;62.990;51.476.279.950,00;4.053.628
WINFUT;26/06/2017;62.175;63.765;62.125;63.500;62.285.232.045,00;4.955.372
WINFUT;19/06/2017;62.820;63.185;61.330;61.950;60.432.931.085,00;4.866.284
WINFUT;12/06/2017;62.140;63.450;61.280;62.685;49.384.917.392,00;3.966.781
WINFUT;05/06/2017;62.500;63.810;62.050;62.210;61.702.112.751,00;4.910.387
WINFUT;29/05/2017;64.270;64.370;62.265;62.510;56.699.266.896,00;4.480.405
WINFUT;22/05/2017;62.510;64.485;61.040;64.470;71.168.713.624,00;5.630.379
WINFUT;15/05/2017;68.960;69.440;57.780;63.080;65.211.918.671,00;4.910.401
WINFUT;08/05/2017;66.200;69.065;65.925;68.605;63.032.517.695,00;4.663.186
WINFUT;02/05/2017;66.500;67.745;65.105;66.440;53.466.621.143,00;4.017.635
WINFUT;24/04/2017;65.505;66.325;64.705;66.200;62.297.269.119,00;4.746.653
WINFUT;17/04/2017;64.025;65.650;63.940;64.630;51.522.492.283,00;3.975.318
WINFUT;10/04/2017;64.570;65.475;63.340;63.770;53.889.021.261,00;4.171.061
WINFUT;03/04/2017;65.385;66.320;63.850;64.695;59.259.723.850,00;4.549.595
WINFUT;27/03/2017;63.640;66.080;63.350;65.135;56.472.270.896,00;4.342.086
WINFUT;20/03/2017;64.695;65.645;62.630;64.375;76.426.619.553,00;5.964.692
WINFUT;13/03/2017;65.745;67.215;64.595;64.755;68.077.093.445,00;5.167.958
WINFUT;06/03/2017;67.150;67.635;64.810;65.300;61.372.088.337,00;4.646.828
WINFUT;01/03/2017;68.215;68.375;66.340;67.505;30.393.840.350,00;2.261.735
WINFUT;20/02/2017;69.100;70.480;67.255;67.530;53.015.261.081,00;3.838.472
WINFUT;13/02/2017;66.300;69.510;66.250;68.640;58.835.993.746,00;4.327.555
WINFUT;06/02/2017;65.250;66.385;63.835;66.200;57.568.340.636,00;4.432.674
WINFUT;30/01/2017;66.200;66.290;64.420;65.345;55.518.009.045,00;4.262.634
WINFUT;23/01/2017;65.050;67.150;65.025;66.490;39.309.365.608,00;2.964.301
WINFUT;16/01/2017;64.125;65.320;64.000;65.055;45.899.425.342,00;3.546.377
WINFUT;09/01/2017;62.400;65.250;62.050;64.400;45.797.236.999,00;3.602.092
WINFUT;02/01/2017;60.890;63.280;60.205;62.550;44.650.821.474,00;3.589.371
WINFUT;26/12/2016;59.050;61.175;59.025;61.040;22.848.156.947,00;1.896.863
WINFUT;19/12/2016;59.400;59.685;57.805;59.140;39.963.539.222,00;3.407.566
WINFUT;12/12/2016;59.995;60.595;58.710;59.460;49.639.770.427,00;4.163.297
WINFUT;05/12/2016;60.935;62.200;59.000;60.600;56.917.801.804,00;4.671.083
WINFUT;28/11/2016;61.600;63.380;58.235;60.450;61.061.572.627,00;4.977.603
WINFUT;21/11/2016;60.800;63.075;60.700;61.995;44.283.514.061,00;3.576.330
WINFUT;14/11/2016;59.920;62.115;58.845;60.450;52.642.145.929,00;4.349.690
WINFUT;07/11/2016;63.665;65.620;59.405;59.900;74.093.057.312,00;5.850.016
WINFUT;31/10/2016;65.235;66.320;62.250;62.435;49.771.170.923,00;3.877.469
WINFUT;24/10/2016;65.560;65.810;64.065;65.280;55.269.839.157,00;4.246.492
WINFUT;17/10/2016;62.950;65.545;62.905;65.150;49.477.974.766,00;3.833.190
WINFUT;10/10/2016;61.450;63.315;60.900;63.175;30.069.759.092,00;2.424.274
WINFUT;03/10/2016;58.805;61.405;58.530;61.280;40.081.015.654,00;3.334.554
WINFUT;26/09/2016;58.550;59.890;57.685;58.570;37.959.866.750,00;3.225.698
WINFUT;19/09/2016;58.160;59.920;57.545;59.050;34.603.611.496,00;2.952.775
WINFUT;12/09/2016;57.820;59.260;57.005;57.700;41.671.856.905,00;3.595.056
WINFUT;05/09/2016;60.405;61.050;58.145;58.200;29.153.874.205,00;2.441.691
WINFUT;29/08/2016;58.665;60.560;58.260;60.410;36.585.935.463,00;3.088.256
WINFUT;22/08/2016;59.875;59.950;58.080;58.750;38.449.872.215,00;3.260.624
WINFUT;15/08/2016;58.300;60.610;58.295;60.300;36.007.891.738,00;3.022.780
WINFUT;08/08/2016;57.935;58.815;56.820;58.180;34.507.266.187,00;2.982.208
WINFUT;01/08/2016;57.560;58.330;55.970;57.820;38.097.258.773,00;3.328.127
WINFUT;25/07/2016;57.360;57.850;56.315;57.845;33.284.462.742,00;2.908.141
WINFUT;18/07/2016;55.935;57.685;55.855;57.440;32.798.974.537,00;2.874.357
