Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;26/12/2017;3.330,000;3.336,500;3.294,000;3.329,000;40.292.478.490,00;1.216.077
WDOFUT;18/12/2017;3.301,500;3.340,500;3.282,000;3.337,500;101.789.391.555,00;3.082.581
WDOFUT;11/12/2017;3.294,500;3.351,500;3.279,500;3.298,000;129.960.761.075,00;3.914.511
WDOFUT;04/12/2017;3.266,000;3.326,500;3.228,500;3.299,000;124.296.618.860,00;3.800.937
WDOFUT;27/11/2017;3.223,500;3.298,000;3.202,000;3.267,000;128.314.031.790,00;3.956.366
WDOFUT;21/11/2017;3.257,500;3.269,000;3.222,000;3.235,000;79.149.982.870,00;2.438.305
WDOFUT;13/11/2017;3.293,500;3.322,500;3.260,500;3.262,000;102.891.238.965,00;3.127.433
WDOFUT;06/11/2017;3.314,500;3.315,500;3.244,000;3.285,500;132.342.186.035,00;4.041.160
WDOFUT;30/10/2017;3.240,500;3.346,500;3.235,500;3.327,000;120.644.658.375,00;3.669.964
WDOFUT;23/10/2017;3.198,500;3.304,000;3.194,000;3.237,500;166.434.135.125,00;5.116.243
WDOFUT;16/10/2017;3.163,500;3.202,500;3.160,500;3.197,500;98.384.871.190,00;3.094.527
WDOFUT;09/10/2017;3.168,000;3.200,000;3.151,500;3.153,000;77.622.093.145,00;2.443.082
WDOFUT;02/10/2017;3.183,500;3.192,000;3.134,500;3.165,500;102.218.177.060,00;3.232.793
WDOFUT;25/09/2017;3.135,500;3.203,500;3.128,500;3.176,000;117.177.641.270,00;3.690.375
WDOFUT;18/09/2017;3.117,500;3.151,000;3.115,500;3.128,000;92.609.890.290,00;2.954.116
WDOFUT;11/09/2017;3.099,500;3.156,000;3.086,500;3.117,500;104.324.354.385,00;3.335.734
WDOFUT;04/09/2017;3.155,000;3.156,500;3.090,500;3.096,000;64.504.804.750,00;2.066.011
WDOFUT;28/08/2017;3.157,500;3.184,000;3.134,500;3.153,000;98.116.125.170,00;3.104.567
WDOFUT;21/08/2017;3.156,000;3.197,500;3.137,000;3.164,000;107.366.930.245,00;3.401.389
WDOFUT;14/08/2017;3.189,000;3.218,500;3.151,000;3.155,500;113.072.390.230,00;3.549.567
WDOFUT;07/08/2017;3.146,500;3.247,000;3.134,500;3.209,500;107.860.216.745,00;3.410.013
WDOFUT;31/07/2017;3.159,500;3.163,500;3.125,000;3.148,000;105.828.222.100,00;3.369.933
WDOFUT;24/07/2017;3.147,000;3.179,000;3.130,000;3.133,000;106.184.369.565,00;3.365.883
WDOFUT;17/07/2017;3.192,500;3.196,000;3.117,000;3.147,500;90.119.229.915,00;2.853.723
WDOFUT;10/07/2017;3.296,500;3.296,500;3.189,000;3.189,500;96.257.005.400,00;2.971.299
WDOFUT;03/07/2017;3.337,000;3.349,000;3.287,000;3.298,500;100.988.290.375,00;3.041.653
WDOFUT;26/06/2017;3.340,000;3.340,000;3.272,500;3.327,500;113.622.887.315,00;3.429.156
WDOFUT;19/06/2017;3.303,500;3.356,000;3.292,000;3.349,500;98.984.382.620,00;2.972.484
WDOFUT;12/06/2017;3.303,000;3.347,500;3.277,000;3.305,000;81.296.965.145,00;2.455.320
WDOFUT;05/06/2017;3.273,000;3.321,500;3.268,500;3.311,500;87.078.434.120,00;2.641.278
WDOFUT;29/05/2017;3.264,500;3.282,500;3.237,500;3.267,000;78.235.724.830,00;2.396.112
WDOFUT;22/05/2017;3.284,000;3.328,500;3.255,000;3.262,000;96.437.126.695,00;2.940.683
WDOFUT;15/05/2017;3.120,500;3.417,500;3.100,000;3.264,000;90.861.238.235,00;2.836.210
WDOFUT;08/05/2017;3.208,000;3.225,500;3.131,000;3.136,500;72.280.473.050,00;2.272.741
WDOFUT;02/05/2017;3.193,000;3.219,500;3.163,500;3.197,000;72.592.411.185,00;2.274.076
WDOFUT;24/04/2017;3.127,500;3.240,000;3.123,000;3.201,500;85.564.220.075,00;2.692.929
WDOFUT;17/04/2017;3.116,000;3.176,000;3.095,500;3.154,000;64.894.213.425,00;2.072.532
WDOFUT;10/04/2017;3.163,000;3.169,500;3.126,500;3.154,500;65.287.428.830,00;2.071.214
WDOFUT;03/04/2017;3.152,000;3.174,000;3.098,000;3.161,500;81.779.386.905,00;2.607.460
WDOFUT;27/03/2017;3.121,500;3.197,500;3.115,000;3.140,500;83.017.925.325,00;2.642.955
WDOFUT;20/03/2017;3.108,500;3.157,000;3.070,500;3.115,500;89.685.466.935,00;2.882.447
WDOFUT;13/03/2017;3.151,000;3.199,000;3.099,000;3.105,000;82.418.051.305,00;2.615.002
WDOFUT;06/03/2017;3.146,000;3.219,500;3.123,500;3.157,000;85.002.601.175,00;2.680.572
WDOFUT;01/03/2017;3.146,000;3.186,500;3.114,500;3.143,000;43.467.518.440,00;1.379.751
WDOFUT;20/02/2017;3.105,500;3.145,000;3.054,000;3.141,500;64.176.721.785,00;2.074.625
WDOFUT;13/02/2017;3.123,000;3.138,000;3.047,000;3.112,000;75.533.694.085,00;2.439.266
WDOFUT;06/02/2017;3.137,000;3.153,500;3.119,000;3.123,500;56.240.331.880,00;1.793.151
WDOFUT;30/01/2017;3.142,000;3.184,000;3.113,500;3.144,500;71.254.278.980,00;2.264.452
WDOFUT;23/01/2017;3.167,500;3.198,500;3.140,500;3.144,000;46.398.585.615,00;1.462.076
WDOFUT;16/01/2017;3.244,500;3.262,500;3.177,500;3.181,000;57.131.308.800,00;1.773.513
WDOFUT;09/01/2017;3.249,500;3.255,000;3.169,000;3.236,500;67.411.157.905,00;2.097.023
WDOFUT;02/01/2017;3.285,500;3.318,500;3.208,500;3.248,000;53.238.552.935,00;1.636.365
WDOFUT;26/12/2016;3.274,500;3.301,000;3.267,500;3.281,500;25.172.947.075,00;766.965
WDOFUT;19/12/2016;3.404,000;3.415,000;3.264,500;3.278,000;57.406.251.100,00;1.716.347
WDOFUT;12/12/2016;3.415,000;3.427,000;3.318,000;3.406,000;74.186.442.615,00;2.197.646
WDOFUT;05/12/2016;3.505,000;3.509,500;3.371,000;3.400,500;75.250.798.255,00;2.191.314
WDOFUT;28/11/2016;3.396,500;3.522,500;3.382,000;3.507,000;81.814.567.410,00;2.374.785
WDOFUT;21/11/2016;3.391,000;3.474,000;3.338,000;3.415,000;72.725.933.915,00;2.143.467
WDOFUT;14/11/2016;3.459,500;3.492,000;3.384,500;3.396,000;72.087.045.415,00;2.100.350
WDOFUT;07/11/2016;3.228,500;3.529,000;3.183,500;3.411,000;105.326.291.990,00;3.177.238
WDOFUT;31/10/2016;3.230,000;3.289,000;3.191,000;3.259,000;64.884.631.195,00;1.997.092
WDOFUT;24/10/2016;3.152,000;3.208,500;3.107,500;3.208,000;75.836.870.750,00;2.408.764
WDOFUT;17/10/2016;3.212,000;3.229,000;3.143,000;3.157,500;61.152.904.560,00;1.920.970
WDOFUT;10/10/2016;3.233,500;3.244,000;3.179,500;3.215,500;56.494.016.015,00;1.755.202
WDOFUT;03/10/2016;3.269,500;3.287,000;3.211,500;3.237,500;75.866.128.500,00;2.333.924
WDOFUT;26/09/2016;3.255,000;3.291,000;3.213,500;3.287,000;77.290.465.155,00;2.381.492
